Time,aX,aY,aZ,gX,gY,gZ,Prs,mX,mY,mZ,state
59.028,-0.025879,-0.077148,1.000977,12.06762805,-5.73230397,-64.19069055,98146.0022,-0.153147,-0.013971,0.609778,6
59.038,-0.021484,-0.06543,0.996582,12.55543205,-5.00059597,-64.00776055,98159.0027,-0.168144,-0.012828,0.61835,6
59.048,-0.02002,-0.057129,1.001465,13.04323805,-4.20791297,-63.82483755,98163.0005,-0.156545,-0.014635,0.605838,6
59.058,-0.018555,-0.048828,1.008789,13.28714005,-3.47620597,-63.64190755,98175,-0.169697,-0.013514,0.615549,6
59.068,-0.020996,-0.04248,1.013672,13.40909105,-2.68352297,-63.45898155,98171.0022,-0.169382,-0.019418,0.62255,6
59.078,-0.026855,-0.03418,1.012207,13.59201805,-1.95181597,-63.39800755,98208.0017,-0.156788,-0.02236,0.604504,6
59.088,-0.027832,-0.026367,1.006836,13.59201805,-1.22010797,-63.33702955,98175,-0.168237,-0.025174,0.616934,6
59.098,-0.027344,-0.02002,1.004395,13.53104205,-0.54937697,-63.33702955,98178.9978,-0.151218,-0.032768,0.609536,6
59.108,-0.031738,-0.011719,1.003906,13.40909105,0.12135503,-63.39800755,98175,-0.17184,-0.02899,0.61655,6
59.118,-0.034668,-0.002441,1,13.16518905,0.73111103,-63.45898155,98183.0017,-0.17197,-0.030913,0.617339,6
59.138,-0.04541,0.014648,0.982422,12.37250605,1.95062303,-63.64190755,98163.0005,-0.166843,-0.040085,0.615593,6
59.148,-0.051758,0.022461,0.970215,11.88470105,2.43842803,-63.64190755,98166.9983,-0.17007,-0.037171,0.618573,6
59.158,-0.055176,0.026855,0.95752,11.27494405,2.86525803,-63.76385555,98166.9983,-0.162763,-0.043936,0.62094,6
59.168,-0.055176,0.03125,0.944336,10.60421305,3.23111103,-63.82483755,98166.9983,-0.164855,-0.0479,0.618053,6
59.178,-0.056641,0.033203,0.940918,9.872506045,3.47501403,-63.94678555,98134.0027,-0.148895,-0.048433,0.603215,6
59.188,-0.061523,0.040527,0.952148,9.201774045,3.77989203,-63.94678555,98171.0022,-0.160706,-0.051959,0.619765,6
59.208,-0.063477,0.033691,0.983398,7.616408045,4.26769703,-64.06873455,98183.0017,-0.163122,-0.049813,0.613636,6
59.218,-0.069824,0.02832,0.992188,6.823725045,4.51159903,-64.12971555,98166.9983,-0.156365,-0.057709,0.621595,6
59.228,-0.072266,0.02832,0.999512,6.213969045,4.69452603,-64.19069055,98190.9973,-0.13976,-0.062262,0.60718,6
59.238,-0.07959,0.036621,1.008301,5.482262045,4.87745303,-64.43459455,98178.9978,-0.158574,-0.056258,0.615774,6
59.248,-0.081543,0.041992,1.01709,4.628603045,4.87745303,-64.55654255,98171.0022,-0.133148,-0.071615,0.608784,6
59.258,-0.086914,0.046387,1.020996,3.774944045,4.87745303,-64.61751655,98171.0022,-0.150538,-0.068112,0.617205,6
59.268,-0.09375,0.041016,1.01709,2.982262045,4.93842803,-64.86142055,98186.9995,-0.153479,-0.064553,0.614586,6
59.278,-0.098633,0.043457,-0.000488,0.970066045,-0.54937697,0.321507455,98178.9978,-0.132211,-0.0744,0.609525,6
59.288,-0.105957,0.037598,0.995605,0.848115045,4.57257503,-65.53215155,98183.0017,-0.147161,-0.072016,0.617364,6
59.298,-0.105469,0.035156,0.981445,0.116408045,4.32867203,-65.71508155,98166.9983,-0.133386,-0.072934,0.604215,6
59.308,-0.101562,0.034668,0.966797,-0.676274955,4.08477003,-66.08093355,98175,-0.146245,-0.069377,0.617885,6
59.318,-0.102051,0.036621,0.95166,-1.468957955,3.90184303,-66.26385555,98171.0022,-0.144435,-0.073762,0.618756,6
59.328,-0.103027,0.032715,0.941406,-2.261640955,3.65794003,-66.56873455,98159.0027,-0.130499,-0.07602,0.600858,6
59.338,-0.109375,0.032715,0.9375,-2.993347955,3.29208703,-66.75166455,98175,-0.142921,-0.071308,0.612877,6
59.348,-0.000488,-0.000488,-0.000488,0.970066045,-0.54937697,0.321507455,98163.0005,-0.124205,-0.081213,0.608884,6
59.358,-0.118652,0.021973,0.94043,-4.578713955,2.56037903,-67.30044655,98190.9973,-0.137616,-0.077785,0.615891,6
59.368,-0.124023,0.017578,0.952148,-5.188469955,2.01159903,-67.66629855,98171.0022,-0.139936,-0.073356,0.619139,6
59.378,-0.124023,0.015625,0.967773,-5.859201955,1.58477003,-124.5565425,98178.9978,-0.120851,-0.081401,0.603578,6
59.388,-0.121094,0.014648,0.978027,-6.529933955,1.09696503,-68.15410755,98198.999,-0.131739,-0.081229,0.620406,6
59.398,-0.120117,0.009277,0.982422,-7.078713955,0.48720903,-68.39800355,98190.9973,-0.13681,-0.076639,0.615971,6
59.408,-0.124023,0.006348,0.97998,-7.688469955,0.06038003,-68.64190755,98166.9983,-0.132591,-0.082621,0.620324,6
59.418,-0.125977,-0.000977,0.976074,-8.176274955,-0.54937697,-68.76385555,98186.9995,-0.113019,-0.091358,0.608464,6
59.428,-0.126465,-0.003906,0.973145,-8.664079955,-1.09815697,-69.00776055,98190.9973,-0.133,-0.07975,0.616942,6
59.438,-0.129395,-0.010254,0.969238,-9.090908955,-1.70791297,-69.25166455,98186.9995,-0.130207,-0.08492,0.620106,6
59.448,-0.126465,-0.010742,0.96582,-9.334811955,-2.31766897,-69.43459455,98198.999,-0.128209,-0.080963,0.620527,6
59.458,-0.126465,-0.01416,0.96582,-9.761641955,-2.92742497,-69.55654255,98175,-0.118787,-0.083722,0.608529,6
59.468,-0.130371,-0.015625,0.968262,-10.06651895,-3.59815697,-69.73947255,98166.9983,-0.110141,-0.092378,0.606904,6
59.478,-0.130859,-0.018555,0.978516,-10.43237295,-4.26888897,-69.92239455,98163.0005,-0.108985,-0.090127,0.606995,6
59.488,-0.127441,-0.029785,0.995605,-10.61529895,-4.93962097,-69.98336855,98195.0012,-0.111283,-0.085854,0.603713,6
59.498,-0.12793,-0.037109,1.015137,-10.67627495,-5.61035197,-69.92239455,98190.9973,-0.11215,-0.086953,0.59975,6
59.508,-0.12793,-0.046875,1.032715,-10.73725095,-6.28108397,-70.10532455,98207.0007,-0.103352,-0.093627,0.610336,6
59.518,-0.129883,-0.033203,1.042969,-10.67627495,-6.89083997,-70.10532455,98195.0012,-0.122484,-0.087979,0.619478,6
59.528,-0.118164,-0.055664,1.042969,-10.55432395,-7.50059597,-70.22727255,98208.0017,-0.111367,-0.088794,0.60074,6
59.538,-0.116211,-0.050293,1.041504,-10.31042195,-8.11035297,-70.28824755,98203.9978,-0.120975,-0.090349,0.621586,6
59.548,-0.116211,-0.065918,1.038086,-10.06651895,-8.65913297,-70.34922855,98195.0012,-0.123133,-0.085,0.623178,6
59.558,-0.114258,-0.081055,1.041016,-9.822616955,-9.26888897,-70.34922855,98208.0017,-0.126612,-0.084972,0.619794,6
59.568,-0.119629,-0.085938,1.030273,-9.395786955,-9.87864497,-70.28824755,98195.0012,-0.12065,-0.087751,0.620618,6
59.578,-0.123047,-0.092285,1.002441,-8.907982955,-10.36644997,-70.34922855,98195.0012,-0.104944,-0.094178,0.609137,6
59.588,-0.116699,-0.072754,0.960938,-8.542128955,-10.85425497,-70.34922855,98190.9973,-0.121916,-0.085894,0.617895,6
59.598,-0.105469,-0.092773,0.914551,-8.115298955,-11.28108497,-70.28824755,98228.0029,-0.102134,-0.096914,0.613113,6
59.608,-0.097656,-0.100586,0.884277,-7.566518955,-11.76888897,-70.22727255,98190.9973,-0.116317,-0.089529,0.618585,6
59.618,-0.091797,-0.102051,0.879395,-7.078713955,-12.13474197,-70.10532455,98235.9985,-0.108371,-0.091345,0.606199,6
59.628,-0.089844,-0.111328,0.897461,-6.468957955,-12.50059697,-70.04435055,98207.0007,-0.119894,-0.09296,0.621098,6
59.638,-0.091797,-0.114258,0.933105,-5.676274955,-12.74449897,-70.04435055,98198.999,-0.11933,-0.09411,0.620979,6
59.648,-0.088379,-0.125,0.972656,-4.944567955,-13.04937697,-69.92239455,98195.0012,-0.122183,-0.091114,0.618728,6
59.658,-0.082031,-0.14209,-0.000488,0.970066045,-0.54937697,0.321507455,98215.9973,-0.102108,-0.099229,0.611685,6
59.668,-0.073242,-0.141113,1.038086,-3.115298955,-13.41522997,-69.67849055,98208.0017,-0.100563,-0.099747,0.610352,6
59.678,-0.069824,-0.146484,1.038574,-2.139689955,-13.47620597,-69.61751655,98200,-0.102919,-0.100349,0.603842,6
59.688,-0.063477,-0.140625,1.014648,-1.103103955,-13.47620597,-69.43459455,98203.9978,-0.103953,-0.102667,0.60406,6
59.698,-0.058594,-0.136719,0.987793,-0.127494955,-13.47620597,-69.49556855,98195.0012,-0.117527,-0.100204,0.616297,6
59.708,-0.054199,-0.131348,0.976562,0.787140045,-13.35425497,-69.31263855,98208.0017,-0.121629,-0.098626,0.617839,6
59.718,-0.047363,-0.131348,0.986816,1.640798045,-13.23230397,-69.37361255,98211.9995,-0.122137,-0.096359,0.61741,6
59.728,-0.036133,-0.128906,1,2.555432045,-13.04937697,-69.31263855,98215.9973,-0.100378,-0.107709,0.602678,6
59.738,-0.03125,-0.125,0.993652,3.409091045,-12.74449897,-69.25166455,98211.9995,-0.117852,-0.104617,0.615654,6
59.748,-0.03125,-0.121094,0.967773,4.262749045,-12.37864497,-69.19069055,98211.9995,-0.12151,-0.101458,0.613515,6
59.758,-0.021484,-0.11377,0.925293,4.933481045,-12.07376697,-69.19069055,98203.9978,-0.115554,-0.108087,0.617524,6
59.768,-0.015137,-0.106445,0.882812,5.604213045,-11.70791297,-69.25166455,98211.9995,-0.116557,-0.108156,0.618986,6
59.778,-0.006836,-0.101074,0.859375,6.213969045,-11.15913297,-69.25166455,98228.0029,-0.099896,-0.111971,0.602974,6
59.788,-0.006836,-0.099121,0.865723,6.762750045,-10.73230297,-69.37361255,98208.0017,-0.111773,-0.114881,0.616999,6
59.798,-0.004883,-0.102051,0.893066,7.372506045,-10.24449897,-69.43459455,98223.999,-0.114632,-0.11588,0.613744,6
59.808,-0.003418,-0.097656,0.931641,7.921286045,-9.69571797,-69.55654255,98220.0012,-0.115342,-0.1141,0.613617,6
59.818,0,-0.092773,0.97168,8.409091045,-9.08596197,-69.80044655,98223.999,-0.11191,-0.119913,0.619376,6
59.828,0.001953,-0.094238,1.007324,8.835920045,-8.53718097,-69.92239455,98211.9995,-0.095235,-0.12385,0.603918,6
59.838,0.008789,-0.083984,1.043945,9.506652045,-7.50059597,-70.22727255,98223.999,-0.113492,-0.120372,0.611523,6
59.848,0.008789,-0.077637,1.042969,9.933481045,-6.82986497,-70.34922855,98235.9985,-0.093363,-0.12728,0.5966,6
59.858,0.009277,-0.073242,1.030762,10.17738305,-6.09815697,-70.41020255,98215.9973,-0.105703,-0.130955,0.615543,6
59.868,0.005371,-0.065918,1.017578,10.36031005,-5.48840097,-70.53215155,98220.0012,-0.091065,-0.130667,0.602536,6
59.878,0.003906,-0.058105,1.004883,10.48226205,-4.87864497,-70.59312555,98211.9995,-0.104774,-0.131348,0.607793,6
59.888,0.004395,-0.052734,0.984863,10.54323805,-4.20791297,-70.77605555,98223.999,-0.086977,-0.137651,0.591541,6
59.898,0.003418,-0.046875,0.962402,10.54323805,-3.65913297,-70.83702955,98232.0007,-0.102346,-0.134015,0.60936,6
59.908,0,-0.04248,0.944336,10.48226205,-3.11035197,-70.89800355,98223.999,-0.081373,-0.140869,0.601352,6
59.918,0,-0.037109,0.928711,10.36031005,-2.56157197,-71.08093355,98223.999,-0.097585,-0.140475,0.610393,6
59.928,-0.002441,-0.035645,0.912109,10.17738305,-2.07376697,-71.20288155,98208.0017,-0.083462,-0.14299,0.592806,6
59.938,-0.001953,-0.032715,0.894531,9.994457045,-1.64693797,-71.38581155,98220.0012,-0.096095,-0.137313,0.608892,6
59.948,-0.000488,-0.022949,0.885254,9.750554045,-1.22010797,-71.50776055,98220.0012,-0.075444,-0.149212,0.598452,6
59.958,0.001953,-0.023926,0.889648,9.506652045,-0.79327897,-71.75166455,98232.0007,-0.089361,-0.146435,0.60785,6
59.968,0.005371,-0.021973,0.904785,9.140798045,-0.36644997,-71.93459455,98232.0007,-0.089994,-0.144021,0.610931,6
59.978,0.005859,-0.02002,0.92627,8.896896045,0.06038003,-72.11751655,98228.0029,-0.065502,-0.158173,0.598633,6
59.988,0.005371,-0.016113,0.946777,8.531042045,0.48720903,-72.30044655,98223.999,-0.081143,-0.149994,0.612033,6
59.998,0.003906,-0.01416,0.961914,8.165189045,0.97501403,-72.48336855,98235.9985,-0.085793,-0.148968,0.609683,6
60.008,0.003418,-0.013672,0.978516,7.799335045,1.34086703,-72.60532455,98232.0007,-0.080191,-0.153912,0.610428,6
60.018,0,-0.009766,0.992676,7.433481045,1.82867203,-72.54435055,98235.9985,-0.077967,-0.158377,0.612045,6
60.028,-0.004395,-0.009766,1.003418,6.945676045,2.13355003,-72.54435055,98240.0024,-0.061281,-0.158274,0.594203,6
60.038,-0.01123,-0.013184,1.010742,6.579822045,2.31647703,-72.48336855,98232.0007,-0.071765,-0.159936,0.609674,6
60.048,-0.019043,-0.012207,1.018066,6.213969045,2.56037903,-72.48336855,98223.999,-0.069911,-0.160443,0.613707,6
60.058,-0.024902,-0.012695,1.019043,5.848115045,2.74330603,-72.60532455,98228.0029,-0.069269,-0.154699,0.609062,6
60.068,-0.030273,-0.013184,1.014648,5.421286045,2.80428203,-72.72727255,98235.9985,-0.069916,-0.156615,0.6059,6
60.078,-0.032715,-0.012207,0.99707,5.055432045,2.80428203,-72.78824755,98232.0007,-0.045533,-0.166072,0.59658,6
60.088,-0.037109,-0.013184,0.97168,4.628603045,2.74330603,-72.78824755,98235.9985,-0.059697,-0.162593,0.606778,6
60.098,-0.038574,-0.016602,0.94043,4.323725045,2.68233103,-72.78824755,98232.0007,-0.060765,-0.161351,0.607875,6
60.108,-0.038574,-0.02002,0.913574,4.018847045,2.56037903,-72.84922855,98235.9985,-0.054391,-0.16702,0.608383,6
60.118,-0.038574,-0.01709,0.892578,3.713969045,2.43842803,-72.78824755,98235.9985,-0.052997,-0.16391,0.607928,6
60.128,-0.040527,-0.015625,0.87793,3.348115045,2.25550103,-72.78824755,98269.0002,-0.037785,-0.164897,0.595109,6
60.138,-0.038574,-0.015137,0.873535,3.043237045,2.13355003,-72.84922855,98245.0012,-0.04681,-0.16803,0.604497,6
60.148,-0.04248,-0.018066,0.884277,2.738359045,1.95062303,-72.72727255,98245.0012,-0.030017,-0.170012,0.595088,6
60.158,-0.044434,-0.019531,0.910156,2.433481045,1.76769703,-72.66629855,98247.998,-0.04714,-0.164902,0.603336,6
60.168,-0.044434,-0.022461,0.939453,2.128603045,1.52379403,-72.48336855,98232.0007,-0.039559,-0.169047,0.608923,6
60.178,-0.044434,-0.023438,0.962891,1.945676045,1.21891603,-72.17849055,98245.0012,-0.021078,-0.176061,0.59422,6
60.188,-0.046387,-0.024414,0.977539,1.640798045,0.97501403,-71.99556855,98240.0024,-0.02108,-0.170461,0.591905,6
60.198,-0.000488,-0.000488,-0.000488,0.970066045,-0.54937697,0.321507455,98272.998,-0.029968,-0.167253,0.599046,6
60.208,-0.046387,-0.020996,1.000977,1.213969045,0.42623303,-71.50776055,98235.9985,-0.029477,-0.170527,0.610436,6
60.218,-0.049805,-0.02002,1.005371,0.909091045,0.06038003,-71.26385555,98245.0012,-0.03193,-0.166747,0.606717,6
60.228,-0.054688,-0.017578,1.001465,0.726164045,-0.36644997,-71.01995955,98228.0029,-0.008873,-0.175294,0.591711,6
60.238,-0.052734,-0.018555,0.993164,0.482261045,-0.79327897,-70.89800355,98245.0012,-0.023229,-0.172155,0.607142,6
60.248,-0.05127,-0.019043,0.981934,0.238359045,-1.22010797,-70.71508155,98257.0007,-0.00951,-0.169773,0.592466,6
60.258,-0.054199,-0.018555,0.967285,-0.005542955,-1.70791297,-70.41020255,98248.999,-0.021264,-0.170022,0.603672,6
60.268,-0.054199,-0.02002,0.943359,-0.188469955,-2.19571797,-70.22727255,98232.0007,-0.016238,-0.168183,0.609246,6
60.278,-0.055176,-0.023438,0.915039,-0.371396955,-2.68352297,-70.04435055,98272.998,-0.003534,-0.170264,0.589727,6
60.288,-0.053711,-0.023926,0.890625,-0.554323955,-3.23230297,-69.92239455,98245.0012,-0.016458,-0.169516,0.602027,6
60.298,-0.056641,-0.021973,0.879395,-0.737250955,-3.72010797,-69.80044655,98248.999,-0.010977,-0.17311,0.610171,6
60.308,-0.057617,-0.021973,0.883301,-0.920177955,-4.32986497,-69.55654255,98248.999,-0.01331,-0.167726,0.60412,6
60.318,-0.052734,-0.024902,0.900391,-1.042128955,-4.93962097,-69.49556855,98248.999,-0.012824,-0.165501,0.605124,6
60.328,-0.053223,-0.027832,0.93457,-1.103103955,-5.48840097,-69.43459455,98265.0024,0.010586,-0.175209,0.598683,6
60.338,-0.053223,-0.029785,0.978027,-1.164079955,-6.09815697,-69.43459455,98260.9985,-0.005131,-0.168188,0.603574,6
60.348,-0.056152,-0.029785,1.020996,-1.286030955,-6.64693797,-69.37361255,98260.9985,-0.008438,-0.165214,0.605197,6
60.358,-0.053223,-0.032715,1.04834,-1.225055955,-7.31766897,-69.43459455,98257.0007,-0.001534,-0.168203,0.611087,6
60.368,-0.052246,-0.035645,1.053711,-1.286030955,-7.86644997,-69.49556855,98260.9985,-0.001892,-0.16819,0.610096,6
60.378,-0.048828,-0.038086,1.042969,-1.286030955,-8.41522997,-69.61751655,98260.9985,0.010582,-0.164045,0.586351,6
60.388,-0.042969,-0.040039,1.027344,-1.286030955,-8.96401097,-69.73947255,98248.999,0.00409,-0.169356,0.609448,6
60.398,-0.03418,-0.044434,1.020508,-1.042128955,-9.69571797,-69.92239455,98245.0012,0.003217,-0.166952,0.607967,6
60.408,-0.03418,-0.046387,1.024414,-0.920177955,-10.12254797,-69.98336855,98253.0029,-0.000146,-0.163189,0.604479,6
60.418,-0.033691,-0.042969,1.013184,-0.737250955,-10.54937697,-70.16629855,98235.9985,0.006285,-0.164109,0.607907,6
60.428,-0.022949,-0.040527,0.985352,-0.676274955,-10.97620597,-70.22727255,98265.0024,0.021442,-0.17071,0.593582,6
60.438,-0.01709,-0.040039,0.953125,-0.493347955,-11.34205997,-70.28824755,98245.0012,0.005452,-0.164648,0.604071,6
60.448,-0.009277,-0.04248,0.930664,-0.249445955,-11.58596197,-70.34922855,98248.999,0.008982,-0.161239,0.609751,6
60.458,-0.006348,-0.04248,0.930176,-0.066518955,-11.95181597,-70.41020255,98272.998,0.00915,-0.163235,0.611161,6
60.468,-0.000977,-0.039551,0.943359,0.177383045,-12.13474197,-70.41020255,98257.0007,0.008212,-0.159773,0.608513,6
60.478,0.003418,-0.041016,0.95752,0.360310045,-12.31766897,-70.53215155,98253.0029,0.026938,-0.165783,0.597884,6
60.488,0.003418,-0.041016,0.974609,0.543237045,-12.43962097,-70.53215155,98265.0024,0.013438,-0.162514,0.609879,6
60.498,0.007812,-0.044434,0.996094,0.726164045,-12.62254797,-70.59312555,98269.0002,0.028972,-0.166901,0.593107,6
60.508,0.01123,-0.045898,1.020996,0.970066045,-12.74449897,-70.65410755,98260.9985,0.016163,-0.160179,0.604451,6
60.518,0.01709,-0.050293,1.034668,1.335920045,-12.74449897,-70.65410755,98260.9985,0.015047,-0.160964,0.611391,6
60.528,0.023438,-0.053711,1.032715,1.701774045,-12.80547497,-70.71508155,98272.998,0.034295,-0.166825,0.597938,6
60.538,0.029785,-0.058105,1.018066,2.067627045,-12.80547497,-70.77605555,98245.0012,0.017518,-0.159726,0.608542,6
60.548,0.032227,-0.055664,1.006348,2.433481045,-12.68352297,-70.83702955,98248.999,0.019921,-0.165082,0.608001,6
60.558,0.03418,-0.050781,1.008789,2.799335045,-12.62254797,-70.83702955,98260.9985,0.019675,-0.159268,0.609072,6
60.568,0.040039,-0.04541,1.015137,3.165188045,-12.50059697,-70.77605555,98245.0012,0.019284,-0.154214,0.605824,6
60.578,0.042969,-0.050293,1.010742,3.470066045,-12.31766897,-70.65410755,98265.0024,0.045659,-0.168929,0.599284,6
60.588,0.046387,-0.048828,0.993652,3.774944045,-12.07376697,-70.77605555,98260.9985,0.026697,-0.16105,0.607391,6
60.598,0.052246,-0.047363,0.975586,4.018847045,-11.82986497,-70.83702955,98257.0007,0.038602,-0.159822,0.593975,6
60.608,0.055176,-0.046875,0.968262,4.323725045,-11.46401097,-70.89800355,98257.0007,0.02804,-0.161125,0.605379,6
60.618,0.060547,-0.043457,0.977051,4.567627045,-11.09815697,-70.89800355,98280.9998,0.045373,-0.166359,0.599353,6
60.628,0.06543,-0.040527,0.993652,4.811530045,-10.67132797,-70.77605555,98257.0007,0.028906,-0.157127,0.602763,6
60.638,0.071777,-0.036133,1.009766,5.055432045,-10.30547497,-70.77605555,98277.002,0.045631,-0.162027,0.595311,6
60.648,0.080078,-0.033203,1.020996,5.177383045,-9.81766897,-70.77605555,98294.0002,0.033874,-0.161663,0.604363,6
60.658,0.08252,-0.026855,1.031738,5.360310045,-9.32986497,-70.59312555,98260.9985,0.031962,-0.158813,0.607241,6
60.668,0.092285,-0.021484,1.037598,5.421286045,-8.65913297,-70.53215155,98257.0007,0.031886,-0.157397,0.602687,6
60.678,0.094238,-0.015137,1.040527,5.360310045,-7.98840097,-70.53215155,98272.998,0.03398,-0.15859,0.609247,6
60.688,0.095703,-0.008789,1.038086,5.360310045,-7.31766897,-70.41020255,98269.0002,0.055247,-0.163252,0.593182,6
60.698,0.093262,-0.006836,1.033691,5.299335045,-6.64693797,-70.34922855,98280.9998,0.054544,-0.1598,0.590907,6
60.708,0.092285,-0.007812,1.032715,5.116408045,-5.97620597,-70.41020255,98284.9976,0.043594,-0.15996,0.602743,6
60.728,0.105469,-0.002441,1.036621,4.872506045,-4.57376697,-70.34922855,98269.0002,0.041061,-0.152616,0.60058,6
60.738,0.107422,-0.000977,1.033203,4.750554045,-3.90303497,-70.34922855,98302.002,0.066167,-0.164572,0.597667,6
60.748,0.104492,0.001465,1.026367,4.628603045,-3.17132797,-70.22727255,98272.998,0.049396,-0.156414,0.608029,6
60.758,0.098145,-0.001465,1.017578,4.384701045,-2.43962097,-70.28824755,98284.9976,0.059872,-0.154231,0.597367,6
60.768,0,1,0.124512,0.970066045,-0.54937697,0.321507455,98289.0015,0.071231,-0.161593,0.594005,6
60.778,0.091309,-0.007812,0.98877,4.079822045,-1.15913297,-70.16629855,98284.9976,0.054238,-0.155031,0.60756,6
60.788,0.088379,-0.008789,0.973633,4.018847045,-0.54937697,-70.10532455,98260.9985,0.053317,-0.149685,0.60794,6
60.798,0.088379,-0.010254,0.965332,32.18957905,-0.54937697,0.321507455,98289.0015,0.073368,-0.15918,0.59898,6
60.808,0.090332,-0.008301,0.96582,3.713969045,0.60916003,-69.92239455,98294.0002,0.065348,-0.15434,0.604171,6
60.818,0.089844,-0.008301,0.979004,3.592018045,1.15794003,-69.80044655,98272.998,0.061061,-0.150769,0.603255,6
60.828,0.087891,-0.004883,0.994629,3.470066045,1.70672103,-69.80044655,98253.0029,0.078811,-0.153941,0.589359,6
60.838,0.084473,-0.005859,1.012695,3.287140045,2.25550103,-69.67849055,98284.9976,0.06815,-0.148542,0.606647,6
60.848,0.084473,-0.000977,1.03125,3.104213045,2.74330603,-69.61751655,98272.998,0.068599,-0.146344,0.601304,6
60.858,0.083496,0.006836,1.049316,2.860310045,3.29208703,-69.55654255,98272.998,0.067975,-0.142446,0.601867,6
60.868,0.085449,0.011719,1.05957,2.616408045,3.84086703,-69.49556855,98284.9976,0.072599,-0.145845,0.603035,6
60.878,0.08252,0.014648,1.062988,2.189579045,4.38964803,-69.43459455,98284.9976,0.073455,-0.145698,0.60342,6
60.888,0.079102,0.015137,1.062012,1.884701045,4.93842803,-69.49556855,98272.998,0.074817,-0.142154,0.602041,6
60.898,0.070312,0.013672,1.057129,1.640798045,5.42623303,-69.55654255,98280.9998,0.091562,-0.145549,0.59663,6
60.908,0.063965,0.010742,1.046387,1.213969045,5.73111103,-69.55654255,98326.001,0.099865,-0.146113,0.588938,6
60.918,0.057617,0.010742,1.029297,0.909091045,6.09696503,-69.55654255,98277.002,0.096539,-0.145864,0.581183,6
60.928,0.051758,0.013184,1.009277,0.665188045,6.34086703,-69.61751655,98284.9976,0.101146,-0.147207,0.594868,6
60.938,0.052246,0.008789,0.985352,0.360310045,6.46281903,-69.61751655,98314.0015,0.109301,-0.145752,0.590941,6
60.948,0.053223,0.007812,0.964844,0.116408045,6.70672103,-69.67849055,98280.9998,0.105475,-0.139791,0.58604,6
60.958,0.042969,0.002441,0.942871,-0.188469955,7.01159903,-69.80044655,98294.0002,0.108908,-0.142479,0.593538,6
60.968,0.041504,0,0.939941,-0.432372955,7.07257503,-69.86142055,98309.9976,0.114997,-0.140229,0.591307,6
60.978,0.033203,-0.001465,0.945312,-0.493347955,7.19452603,-69.92239455,98277.002,0.112816,-0.132194,0.580527,6
60.988,0.026367,-0.00293,0.956543,-0.554323955,7.19452603,-70.04435055,98297.998,0.118155,-0.1385,0.593831,6
60.998,0.024902,-0.003418,0.967773,-0.676274955,7.13355103,-70.16629855,98309.9976,0.124326,-0.137638,0.58913,6
61.008,0.024414,-0.009766,0.981934,-0.737250955,7.13355103,-70.34922855,98294.0002,0.102726,-0.124754,0.600114,6
61.018,0.021973,-0.012207,1.001953,-0.737250955,7.07257503,-70.34922855,98284.9976,0.10757,-0.124237,0.600996,6
61.028,0.017578,-0.018555,1.017578,-0.676274955,7.01159903,-70.47117755,98314.0015,0.128822,-0.129753,0.588932,6
61.038,0.01123,-0.02002,1.030273,-0.615298955,6.88964803,-70.65410755,98302.002,0.111379,-0.120185,0.600646,6
61.048,0.009277,-0.018066,1.031738,-0.493347955,6.76769703,-70.83702955,98302.002,0.111438,-0.118245,0.602751,6
61.058,0.003906,-0.01709,1.021484,-0.249445955,6.58477003,-71.01995955,98297.998,0.117985,-0.120624,0.601922,6
61.068,0.005371,-0.019043,0.996094,-0.127494955,6.34086703,-71.20288155,98302.002,0.117151,-0.115988,0.598295,6
61.078,0.007812,-0.016602,0.970703,0.055432045,6.15794103,-71.26385555,98294.0002,0.134358,-0.117579,0.583473,6
61.088,0.006836,-0.01416,0.95459,0.177383045,6.03598903,-71.44678555,98294.0002,0.125672,-0.113702,0.602203,6
61.098,0.005859,-0.01416,0.947754,0.238359045,5.85306303,-71.56873455,98294.0002,0.124004,-0.109884,0.601455,6
61.108,0.004395,-0.012207,0.95166,0.482261045,5.67013603,-71.69069055,98297.998,0.124057,-0.1053,0.595932,6
61.118,0,-0.013672,0.961426,0.604213045,5.42623303,-71.81263855,98294.0002,0.129711,-0.110483,0.59945,6
61.128,0.001465,-0.015625,0.974609,0.848115045,5.24330703,-71.87361255,98284.9976,0.149243,-0.1126,0.589531,6
61.138,0,-0.016602,0.994141,1.092018045,4.99940403,-71.81263855,98284.9976,0.130705,-0.10141,0.590267,6
61.148,0.000977,-0.012695,1.010742,1.335920045,4.75550203,-71.81263855,98297.998,0.136352,-0.103497,0.602487,6
61.158,0.005371,-0.013672,1.017578,1.518847045,4.51159903,-71.75166455,98297.998,0.136802,-0.102275,0.601884,6
61.168,-0.001465,-0.01416,1.017578,1.762749045,4.38964803,-71.69069055,98309.9976,0.134327,-0.095186,0.599105,6
61.178,-0.004395,-0.012695,1.01416,2.006652045,4.14574503,-71.62971555,98326.001,0.158094,-0.101755,0.587816,6
61.188,-0.007812,-0.011719,1.01416,2.250554045,3.90184303,-71.56873455,98309.9976,0.14454,-0.094111,0.601741,6
61.198,-0.006836,-0.012695,1.005371,2.494457045,3.71891603,-71.56873455,98321.9971,0.157604,-0.095129,0.586484,6
61.208,-0.008301,-0.010742,0.987305,2.738359045,3.41403803,-71.56873455,98305.9998,0.14805,-0.092116,0.59811,6
