Time,aX,aY,aZ,gX,gY,gZ,Prs,mX,mY,mZ,state
18.108,0.504883,-0.495605,0.023926,-7.261640955,61.70672103,-108.7028815,90769.0002,-0.155191,0.299461,0.479561,3
18.118,0.524414,-0.472168,0.023438,-8.115298955,61.46282003,-106.8736205,90760.9985,-0.156363,0.290694,0.485477,3
18.128,0.570801,-0.443848,0.02832,-8.968957955,61.52379503,-104.4955685,90772.998,-0.170021,0.293486,0.500671,3
18.138,0.496094,-0.472656,0.029297,-9.761641955,61.40184303,-101.9345945,90792.9993,-0.155379,0.294118,0.481443,3
18.148,0.474121,-0.469727,0.03418,-10.43237295,60.67013803,-99.86142055,90753.9978,-0.155653,0.287071,0.491386,3
18.158,0.498047,-0.442871,0.044922,-10.85920195,59.93842903,-97.17849055,90760.9985,-0.152375,0.286077,0.486198,3
18.168,0.506348,-0.466309,0.057617,-11.34700695,59.45062503,-95.16629855,90757.0007,-0.175847,0.291451,0.498287,3
18.178,0.568848,-0.421387,0.070801,-11.89578695,58.96282003,-94.06874155,90772.998,-0.17333,0.284012,0.50661,3
18.188,0.535645,-0.408691,0.079102,-12.81042195,58.90184303,-93.39800355,90777.002,-0.154044,0.28182,0.491511,3
18.198,0.496094,-0.421875,0.091309,-13.54212895,58.71891603,-93.33702955,90782.0007,-0.176846,0.286334,0.500033,3
18.208,0.535156,-0.40918,0.101074,-14.57871395,58.65794203,-93.45898555,90760.9985,-0.174465,0.282887,0.507511,3
18.218,0.481934,-0.429199,0.125488,-15.55432295,58.29209003,-93.94678555,90757.0007,-0.17394,0.282187,0.509919,3
18.228,0.570312,-0.427734,0.163086,-16.71285995,58.41403803,-94.37362055,90760.9985,-0.179563,0.285671,0.503436,3
18.238,0.577148,-0.437988,0.200195,-17.32261695,58.65794203,-95.16629855,90745.0012,-0.163932,0.284065,0.482488,3
18.248,0.554199,-0.264648,0.272949,-18.96895795,59.20672103,-96.62971555,90736.9995,-0.172964,0.278338,0.510101,3
18.258,0.395996,-0.228516,0.281738,-21.52993395,58.41403803,-97.97117755,90760.9985,-0.178897,0.282037,0.506449,3
18.268,0.3125,-0.327148,0.452637,-23.66407995,56.46282003,-100.2272725,90757.0007,-0.181238,0.280761,0.502646,3
18.278,0.337402,-0.513672,0.34668,-24.02993395,53.35306403,-102.9711775,90745.0012,-0.176598,0.274784,0.512243,3
18.288,0.245117,-0.595703,0.262207,-23.66407995,50.54818603,-106.1419075,90770.0012,-0.164936,0.274141,0.496041,3
18.298,0.265625,-0.51416,0.318359,-22.99334895,47.37745503,-108.7638635,90748.999,-0.18359,0.277053,0.498401,3
18.308,0.150879,-0.293457,0.527832,-23.29822695,43.90184303,-112.7882475,90782.0007,-0.183657,0.272943,0.511996,3
18.318,0.378418,-0.114746,0.626465,-25.43237295,40.60916003,-118.0321515,90748.999,-0.18875,0.268078,0.511891,3
18.328,0.266602,-0.353027,0.377441,-28.17627495,38.59696403,-122.1175165,90736.9995,-0.194388,0.274196,0.508439,3
18.338,0.481445,-0.255371,0.293457,-30.31042295,34.57257703,-129.1297085,90757.0007,-0.175074,0.264324,0.491209,3
18.348,0.384766,-0.298828,0.307129,-30.98115395,33.71891603,-131.6906975,90760.9985,-0.19547,0.26426,0.505479,3
18.358,0.41748,-0.297363,0.320801,-32.07871395,31.46281903,-137.1175165,90772.998,-0.204783,0.2674,0.506944,3
18.368,0.413574,-0.288086,0.412109,-33.17627495,29.51159903,-143.4589775,90738.0005,-0.205798,0.262974,0.509679,3
18.378,0.226074,-0.434082,0.365234,-33.11530095,24.87745303,-152.4224025,90770.0012,-0.21346,0.25978,0.507074,3
18.388,0.21582,-0.410645,0.270508,-32.68847095,21.40184303,-158.4589775,90740.9973,-0.207192,0.260903,0.479272,3
18.398,0.047852,-0.58252,0.351074,-30.92017795,16.58477103,-164.5565425,90777.002,-0.221426,0.250868,0.505054,3
18.408,0.228516,-0.440918,0.286621,-28.78603195,11.70672103,-171.2638635,90753.9978,-0.230263,0.248499,0.506439,3
18.418,0.234863,-0.628906,0.635742,-27.07871395,8.04818503,-179.5565425,90789.0015,-0.240932,0.245423,0.497933,3
18.428,0.144531,-0.510254,0.428711,-24.33481195,3.65794003,-190.5931325,90770.0012,-0.24759,0.243139,0.500155,3
18.438,-0.021973,-0.428711,0.449219,-21.52993395,-1.09815697,-201.4467855,90770.0012,-0.235863,0.224891,0.492497,3
18.448,0.106445,-0.404297,0.339844,-20.31042095,-5.30547397,-213.2150815,90802.002,-0.26153,0.222831,0.492069,3
18.458,0.003418,-0.416504,0.330566,-17.38359295,-9.57376697,-225.4102105,90782.0007,-0.27197,0.219013,0.50026,3
18.468,-0.15332,-0.543945,0.546875,-13.60310495,-15.73230397,-235.8980035,90807.0007,-0.280895,0.203224,0.497391,3
18.478,0.115723,-0.729492,0.508789,-7.139689955,-21.46401197,-247.6053245,90782.0007,-0.292102,0.191794,0.496354,3
18.488,0.233398,-0.835449,0.431152,2.433481045,-25.67132897,-257.8492365,90809.9976,-0.288768,0.185043,0.473888,3
18.498,0.20752,-0.73291,0.302734,12.18957905,-28.84205997,-268.3980035,90802.002,-0.308983,0.159428,0.491921,3
18.508,0.256348,-0.492676,0.250977,20.84811605,-31.22010997,-283.5809255,90817.9993,-0.303295,0.141165,0.48515,3
18.518,0.202637,-0.50293,0.342285,28.10421405,-33.53718297,-298.3980035,90819.0002,-0.310116,0.124999,0.476768,3
18.528,0.1875,-0.458984,0.466309,37.31152905,-35.73230497,-309.6784905,90803.0029,-0.337528,0.105718,0.494714,3
18.538,0.233887,-0.199707,0.395508,45.29933705,-35.79327897,-316.9955685,90794.0002,-0.327682,0.083688,0.472159,3
18.548,0.411133,-0.050293,0.255371,52.37250705,-35.79327897,-321.8126455,90819.0002,-0.350241,0.065206,0.484889,3
18.558,0.42627,-0.090332,0.236816,59.01884605,-34.32986597,-321.5687495,90807.0007,-0.337003,0.033587,0.473064,3
18.568,0.351074,-0.039551,0.286133,65.84812005,-33.65913197,-315.8980035,90809.9976,-0.354634,0.012501,0.486663,3
18.578,0.459473,-0.248535,0.374512,74.32372805,-32.25669397,-305.6541075,90819.0002,-0.358619,-0.007072,0.485828,3
18.588,0.717773,-0.37207,0.256836,86.03104205,-28.04937697,-292.5443655,90815.0024,-0.338747,-0.034282,0.472715,3
18.598,0.609375,-0.475098,0.275391,96.03104205,-22.31766997,-280.9589775,90814.0015,-0.341726,-0.059295,0.465462,3
18.608,0.581055,0.129883,0.099609,104.323728,-17.74449897,-270.2882625,90794.0002,-0.337671,-0.078797,0.456503,3
18.618,0.675781,-0.026855,0.089844,109.445677,-12.62254797,-259.9833615,90830.9998,-0.351842,-0.097468,0.475776,3
18.628,0.692871,-0.287109,0.27002,115.970068,-7.01279097,-251.9955685,90834.9976,-0.344595,-0.126985,0.478096,3
18.638,0.872559,-0.089844,0.329102,125.055433,-0.73230297,-467.9711845,90851.001,-0.321782,-0.149318,0.458769,3
18.648,0.435547,0.103027,0.311523,131.15299,4.99940403,-241.6906975,90855.9998,-0.330821,-0.168741,0.463952,3
18.658,0.573242,0.368652,0.132812,135.421286,9.02379503,-238.5199675,90842.9993,-0.318648,-0.194295,0.471546,3
18.668,0.249512,0.467773,0.146484,138.409094,12.92623403,-234.8614285,90819.0002,-0.309702,-0.213945,0.468395,3
18.678,0.319336,0.197754,0.312012,141.396902,15.54818403,-232.1175165,90830.9998,-0.303791,-0.231859,0.458426,3
18.688,0.818359,0.018066,0.358887,147.433477,21.76769703,-229.4345945,90846.9971,-0.272737,-0.260997,0.442651,3
18.698,0.574707,0.422852,0.273438,152.555441,30.12135503,-226.7516715,90846.9971,-0.271704,-0.278985,0.446034,3
18.708,0.434082,0.483887,0.155273,155.726171,36.09696403,-227.6053245,90842.9993,-0.263316,-0.294819,0.439996,3
18.718,0.424316,0.557617,0.066406,157.006658,42.25550303,-230.2882475,90830.9998,-0.243971,-0.319821,0.440131,3
18.728,0.313477,0.582031,0.127441,156.51885,47.80428203,-234.6175165,90834.9976,-0.22406,-0.335468,0.43385,3
18.74,0.071289,0.529297,0.214844,154.994467,56.76769903,-243.7028895,90871.9971,-0.185476,-0.363407,0.406005,3
18.75,0.005859,0.609375,0.059082,153.226171,62.68233303,-250.8980035,90846.9971,-0.185352,-0.376833,0.415802,3
18.76,-0.103027,0.742676,0.034668,151.031042,67.01159903,-260.0443655,90851.001,-0.148149,-0.390445,0.384613,3
18.77,0.099609,0.677734,0.140137,147.494467,73.29208603,-270.2882625,90867.9993,-0.137648,-0.407665,0.397148,3
18.78,-0.120605,0.484375,0.22168,145.48226,79.93843303,-280.1663145,90867.9993,-0.097435,-0.423806,0.376224,3
18.79,-0.032715,0.703125,0.304688,143.34812,86.21892003,-292.4833915,90871.9971,-0.088588,-0.430412,0.375167,3
18.8,0.050293,0.84668,0.157227,139.01885,94.38965103,-306.5687495,90871.9971,-0.057234,-0.445604,0.371724,3
18.81,-0.13916,0.898438,0.168457,132.738363,102.86526,-320.4102105,90895.0012,-0.008985,-0.45659,0.350031,3
18.82,-0.165039,0.939453,0.108887,124.567633,110.36526,-334.1906975,90867.9993,0.020297,-0.458298,0.329059,3
18.83,-0.327637,0.897461,0.074219,115.543241,116.889651,-348.4589775,90879.9988,0.042443,-0.465191,0.338074,3
18.84,-0.595215,1.031738,0.268066,105.482267,122.072581,-362.7882625,90904.9988,0.089459,-0.465352,0.312408,3
18.85,-0.88916,0.831055,0.259766,95.17738905,126.645747,-375.2882625,90901.001,0.106798,-0.456673,0.32185,3
18.86,-1.062012,0.677246,0.125977,85.48226705,130.975024,-384.4345945,90892.9993,0.161367,-0.455954,0.296064,3
18.87,-1.052734,0.91748,0.091797,74.87251105,132.377459,-390.1053395,90904.9988,0.177765,-0.44582,0.300445,3
18.88,-0.809082,0.775879,0.244141,63.59202005,133.840868,-390.2882625,90900,0.223534,-0.42926,0.264856,3
18.89,-0.916992,0.616211,0.458008,54.26275105,134.816485,-383.7638785,90904.9988,0.238206,-0.416307,0.280621,3
18.9,-0.824707,0.778809,0.405273,45.78714205,134.145754,-375.5931325,90896.0022,0.289416,-0.407263,0.253896,3
18.91,-0.648926,1.061035,0.263184,35.72616405,133.840868,-367.7272885,90914.0015,0.29818,-0.382638,0.264875,3
18.92,-0.670898,1.116211,0.265625,24.99445705,133.657946,-360.5321585,90901.001,0.319956,-0.362803,0.253494,3
18.93,-0.648438,1.008789,0.119141,14.07982205,133.292086,-354.3126455,90916.9983,0.349334,-0.344803,0.248513,3
18.941,-1.09375,0.743164,0.208984,4.872506045,130.975024,-349.0687495,90921.0022,0.392117,-0.32063,0.223139,3
18.951,-1.076172,0.494629,0.171875,-1.956762955,125.731112,-344.2516715,90916.9983,0.394647,-0.29506,0.225026,3
18.961,-1.155273,0.375488,0.310059,-9.090908955,120.914042,-340.5321585,90892.9993,0.411714,-0.269491,0.217662,3
18.971,-1.15918,0.227539,0.325195,-13.78603195,116.096964,-337.7882625,90904.9988,0.423996,-0.240594,0.205861,3
18.981,-1.158691,0.118164,0.283203,-18.48115395,111.279894,-336.8736205,90909.0027,0.440879,-0.216311,0.201445,3
18.991,-1.336914,0.10791,0.407227,-21.95676395,106.401843,-337.3614125,90925,0.470528,-0.195358,0.177813,3
19.001,-1.219238,0.132812,0.375,-25.06651895,100.36526,-339.1297235,90916.9983,0.462211,-0.1562,0.186304,3
19.011,-1.162598,0.141113,0.35791,-28.17627495,94.93843303,-341.9955685,90896.0022,0.47116,-0.127425,0.180363,3
19.021,-1.187012,0.183105,0.247559,-30.85920295,88.17013803,-348.2760555,90900,0.479363,-0.100113,0.173602,3
19.031,-1.087402,0.231934,0.240723,-33.96895795,80.91404203,-357.3614125,90896.0022,0.483786,-0.062964,0.165162,3
19.041,-1.094238,0.246582,0.258301,-36.77383595,73.96281703,-364.1906975,90909.0027,0.497573,-0.032056,0.145632,3
19.051,-1.077148,-0.195801,0.264648,-37.07871395,66.82867703,-368.8248525,90896.0022,0.486177,0.001808,0.149981,3
19.061,-1.09082,0.048828,0.211426,-35.79822695,61.58477303,-374.7394645,90904.9988,0.482294,0.036351,0.151005,3
19.071,-1.100098,0.249023,0.192383,-37.13969195,55.54818603,-382.3004385,90901.001,0.476217,0.075375,0.141048,3
19.081,-0.977051,-0.130859,0.280762,-38.35920195,50.12135503,-391.6906975,90901.001,0.470077,0.10852,0.139687,3
19.091,-1.009277,-0.586426,0.407227,-35.73725295,43.77989403,-400.3492365,90916.9983,0.478691,0.142544,0.119656,3
19.101,-0.915039,-0.182129,0.348145,-33.60310595,37.92623403,-409.4345945,90864.0015,0.44559,0.181594,0.127743,3
19.111,-1.054688,-0.257812,0.317383,-34.02993595,32.31647703,-416.6906975,90928.0029,0.450028,0.211151,0.10904,3
19.121,-0.993164,-0.741211,0.253906,-32.81042295,26.21891603,-420.8370295,90916.9983,0.414788,0.247336,0.122007,3
19.131,-1.056152,-0.630371,0.157715,-29.88359295,21.21891603,-423.2760555,90911.9995,0.406026,0.28259,0.104533,3
19.141,-1.026367,-0.578613,0.183105,-28.90798395,14.99940403,-424.3126455,90892.9993,0.369645,0.312048,0.12016,3
19.151,-0.604492,-1.083496,0.232422,-26.16407995,10.79208703,-419.6784905,90938.0005,0.345432,0.336906,0.118651,3
19.161,-0.437012,-0.800781,0.177246,-17.81042095,10.54818503,-405.1053395,90948.999,0.331092,0.366262,0.088551,3
19.171,-0.397461,-0.848145,0.179688,-13.35920195,11.58477003,-391.9955685,90948.999,0.309443,0.385681,0.096916,3
19.191,-0.142578,-0.838867,0.19873,-5.127494955,18.77989203,-366.3858275,90990.0024,0.251825,0.428019,0.087121,3
19.201,-0.421875,-0.628906,0.132324,-3.237250955,23.77989203,-355.8980035,90965.9973,0.206784,0.444722,0.111357,3
19.211,-0.20752,-0.758301,0.164551,-2.383591955,28.04818603,-347.3004385,90986.9995,0.181714,0.458954,0.108367,3
19.221,-0.395508,-0.566895,0.151367,-2.383591955,32.01159903,-341.2638785,90978.9978,0.150275,0.470067,0.10532,3
19.231,-0.231934,-0.651855,0.103516,-2.993347955,34.45062503,-335.6541075,90984.0027,0.121575,0.484188,0.107445,3
19.241,-0.127441,-0.784668,0.112793,-4.395786955,37.37745503,-333.5809255,90984.0027,0.112506,0.4863,0.09172,3
19.251,0.199219,-0.789062,0.174316,-4.456762955,41.34086803,-334.5565425,90984.9976,0.066745,0.49273,0.098152,3
19.261,0.195801,-0.580078,0.091797,-6.103104955,46.52379503,-335.1663145,90997.998,0.051515,0.498164,0.088996,3
19.271,-0.020996,-0.466309,0.043945,-9.273835955,49.26769903,-339.6784905,90975,0.012173,0.500735,0.096869,3
19.281,0.183105,-0.55957,0.07666,-11.46895795,53.35306403,-345.8370295,90965.9973,-0.025495,0.507204,0.102386,3
19.291,0.15918,-0.522949,0.167969,-14.51773795,56.82867303,-352.4833915,90982.0007,-0.041117,0.5035,0.081597,3
19.301,0.004883,-0.461426,0.192383,-19.27383595,59.63355103,-358.9468015,90965.9973,-0.086766,0.499563,0.098518,3
19.311,0.115234,-0.664062,0.121582,-24.70066695,61.64574703,-365.7150815,90975,-0.12256,0.49694,0.098908,3
19.321,0.094727,-0.592285,0.118652,-29.51773795,63.47501603,-374.3126455,90978.9978,-0.156094,0.493799,0.092371,3
19.331,-0.007324,-0.461914,0.114746,-35.00554495,63.96281703,-381.2029045,91007.0007,-0.167189,0.472951,0.078229,3
19.341,0.12793,-0.394531,0.084473,-40.49334895,63.17013803,-385.5931325,90995.0012,-0.20361,0.468949,0.070778,3
19.351,0.256836,-0.271973,0.120117,-45.55432295,61.82867303,-389.4345945,90995.0012,-0.23659,0.457583,0.057495,3
19.361,0.427246,-0.053223,0.162598,-51.89578795,60.36526003,-392.1784905,91007.0007,-0.26497,0.434746,0.064996,3
19.371,0.350586,-0.088867,0.142578,-58.90798395,57.80428203,-393.1541075,91007.0007,-0.310906,0.416244,0.083753,3
19.381,0.319336,0.112793,0.149902,-66.71286195,53.17013803,-388.8248525,91019.0002,-0.343011,0.40308,0.081443,3
19.391,0.425781,0.245605,0.174316,-75.43237495,48.04818603,-380.2272885,91034.9976,-0.348791,0.375512,0.058853,3
19.401,0.385742,0.098633,0.137695,-83.90798395,42.13355103,-368.4589775,91028.0029,-0.388655,0.351839,0.074789,3
19.411,0.253906,0.012207,0.499512,0.970066045,-0.54937697,0.321507455,91003.0029,-0.393158,0.329581,0.05434,3
19.421,0.292969,0.149414,0.154785,-96.52993195,26.27989203,-346.9345945,91028.0029,-0.42851,0.310211,0.064208,3
19.431,0.293457,0.208008,0.152344,-103.237253,18.10916003,-340.1053395,91040.0024,-0.446679,0.280174,0.064695,3
19.441,0.23291,0.07373,0.104492,-108.359202,9.26769703,-332.3004385,91059.9976,-0.446882,0.255984,0.035804,3
19.451,0.195312,-0.082031,0.060059,-111.712862,0.30428203,-328.6419005,91040.0024,-0.478796,0.232348,0.048912,3
19.461,0.320801,0.036621,0.041016,-114.456766,-8.11035297,-327.2394645,91028.0029,-0.474631,0.198838,0.031878,3
19.471,0.25,0.17627,0.061035,-117.444567,-17.25669397,-326.2029045,91040.0024,-0.484755,0.170209,0.017161,3
19.481,0.170898,0.226562,0.048828,-120.676279,-27.07376797,-325.3492365,91047.998,-0.49456,0.147682,0.004018,3
19.491,0.222656,0.380371,0.037598,-123.115305,-36.95181797,-325.7150815,91065.0024,-0.516707,0.110332,0.025476,3
19.501,0.080566,0.749512,-0.000488,0.970066045,-0.54937697,0.321507455,91059.9976,-0.504517,0.079733,0.007847,3
19.511,0.159668,0.325684,-0.021973,-125.920183,-57.31766997,-330.5321585,91052.002,-0.526634,0.054495,0.006998,3
19.521,0.179199,0.49707,-0.022461,-126.651888,-66.89084397,-335.4711845,91055.9998,-0.510659,0.014763,-0.017944,3
19.531,0.031738,0.505371,-0.015137,-126.590914,-77.80547897,-338.8858275,91052.002,-0.527669,-0.016409,-0.008449,3
19.542,-0.10791,0.567383,-0.008301,-125.066523,-90.12254897,-341.4468015,91065.0024,-0.523845,-0.052404,-0.013917,3
19.552,-0.148438,0.806152,-0.00293,-123.359202,-102.866453,-341.5687495,91065.0024,-0.517932,-0.082719,-0.022898,3
19.562,-0.234863,0.811523,-0.054688,-120.737253,-116.64694,-337.7882625,91084.0027,-0.495119,-0.117274,-0.056022,3
19.572,-0.273438,1.749512,-0.000488,0.970066045,-0.54937697,0.321507455,91114.0015,-0.483544,-0.146556,-0.06509,3
19.582,-0.403809,0.730957,-0.091797,-109.151888,-143.598157,-322.7882625,91117.9993,-0.484993,-0.18152,-0.064971,3
19.592,-0.563477,0.963379,-0.089844,-102.139689,-157.744505,-310.7760555,91129.9988,-0.458901,-0.206094,-0.08943,3
19.602,-0.518066,0.907715,-0.155762,-95.79822695,-172.195722,-297.1175165,91138.0005,-0.444614,-0.23083,-0.098187,3
19.612,-0.413086,0.623047,-0.253418,-82.26164395,-190.915235,-274.0077755,91141.9983,-0.426437,-0.260002,-0.108379,3
19.622,-0.55127,0.706543,-0.217773,-72.44456695,-202.378645,-256.6297235,91141.9983,-0.427406,-0.277278,-0.106875,3
19.632,-0.789062,0.642578,-0.189453,-63.23725295,-214.634748,-237.9711845,91154.9988,-0.414513,-0.288639,-0.122738,3
19.642,-0.881348,0.402344,-0.236328,-52.62749695,-227.439619,-227.6662985,91154.9988,-0.368158,-0.317953,-0.150524,3
19.652,-0.839355,0.318848,-0.298828,-40.73725295,-239.085966,-215.7760555,91159.0027,-0.369215,-0.329301,-0.1485,3
19.662,-0.906738,0.351562,-0.333984,-28.66407995,-249.756696,-204.9833765,91183.0017,-0.331053,-0.339983,-0.183048,3
19.672,-0.901855,0.327148,-0.359375,-16.89578795,-259.939634,-191.7516715,91166.9983,-0.322461,-0.356647,-0.178058,3
19.682,-0.970215,0.219727,-0.350586,-4.578713955,-268.903043,-180.8370295,91141.9983,-0.301727,-0.365155,-0.195505,3
19.692,-0.972656,0.154785,-0.342285,8.409091045,-277.317686,-174.3736205,91141.9983,-0.266983,-0.368539,-0.23796,3
19.702,-0.917969,0.212891,-0.40332,21.64079805,-284.634763,-167.4224025,91151.001,-0.250643,-0.379431,-0.224561,3
19.712,-0.927734,0.186523,-0.45459,34.75055505,-290.061582,-156.9345945,91163.0005,-0.209743,-0.387801,-0.256157,3
19.722,-0.889648,0.098633,-0.457031,48.10421605,-293.781095,-147.2394645,91154.9988,-0.204948,-0.382329,-0.262584,3
19.732,-0.880371,0.095215,-0.475098,61.39689805,-295.427427,-136.9345945,91154.9988,-0.180913,-0.382982,-0.272485,3
19.742,-0.885742,0.097656,-0.583008,74.07982405,-296.037199,-130.7150815,91158.0017,-0.132015,-0.387878,-0.304797,3
19.752,-0.964844,0.035645,-0.682129,85.54324105,-295.549375,-121.4467855,91158.0017,-0.111645,-0.37793,-0.325305,3
19.762,-0.908203,0.078125,-0.672363,96.88470305,-294.268888,-121.9345945,91138.0005,-0.096791,-0.374992,-0.316115,3
19.772,-0.874023,0.139648,-0.602051,107.067633,-291.524992,-117.9102025,91138.0005,-0.072885,-0.370494,-0.319155,3
19.782,-0.745605,0.265137,-0.595703,116.274946,-288.049375,-109.8004465,91129.9988,-0.049037,-0.36155,-0.331663,3
19.792,-0.847656,0.048828,-0.67334,125.482267,-284.207914,-108.5809335,91146.0022,-0.004421,-0.353481,-0.355543,3
19.802,-1.010254,-0.236328,-0.716797,137.128607,-281.159147,-113.2760555,91117.9993,0.004638,-0.343311,-0.353006,3
19.812,-0.755859,0.036621,-0.638672,148.226171,-276.707914,-117.6053245,91129.9988,0.04317,-0.328674,-0.382006,3
19.822,-0.63916,0.313965,-0.560547,155.48226,-269.512785,-117.1784985,91089.0015,0.052815,-0.314292,-0.365947,3
19.832,-0.819336,-0.280762,-0.615234,164.933477,-262.622556,-117.9711775,91067.9993,0.080348,-0.300624,-0.369932,3
19.842,-0.833496,-0.406738,-0.597168,176.701773,-255.915235,-122.7272725,91084.0027,0.122988,-0.289181,-0.386003,3
19.852,-0.514648,0.071289,-0.519043,185.604223,-246.768888,-131.8126455,91071.9971,0.139674,-0.261401,-0.404392,3
19.862,-0.478516,0.008789,-0.393555,190.909094,-235.671339,-136.0199515,91035.9985,0.150263,-0.247507,-0.376428,3
19.872,-0.529297,-0.71582,-0.396484,199.445684,-224.024992,-148.4589775,91052.002,0.169074,-0.224787,-0.375152,3
19.882,-0.418457,-0.246582,-0.393066,209.201773,-211.890852,-162.6662985,91055.9998,0.186503,-0.196168,-0.379662,3
19.892,-0.191406,0.075684,-0.391113,213.470068,-198.293287,-162.7882475,91047.998,0.224684,-0.177705,-0.393986,3
19.902,-0.166504,-0.240723,-0.308105,217.860311,-183.903043,-159.0687345,91028.0029,0.222741,-0.15388,-0.372156,3
19.912,0.077637,0.346191,-0.150879,220.299337,-167.500593,-154.3736205,91023.999,0.253012,-0.125489,-0.38533,3
19.922,-0.03125,0.482422,-0.120117,217.494467,-151.951826,-145.5321585,91003.0029,0.244716,-0.104689,-0.369717,3
19.932,-0.050781,0.117676,-0.09668,215.299337,-137.195722,-131.3248375,91040.0024,0.255426,-0.08136,-0.362285,3
19.943,-0.050293,0.32666,-0.015137,212.433493,-122.988401,-111.9955685,91047.998,0.27886,-0.058769,-0.380404,3
19.953,-0.1875,0.63623,0.04541,207.250555,-107.805479,-89.80044655,91032.0007,0.272881,-0.038841,-0.353914,3
19.963,0.02002,0.530762,0.11084,200.055441,-93.04937497,-67.42239455,91032.0007,0.292965,-0.025401,-0.364059,3
19.973,0.032227,0.323242,0.192871,193.165197,-77.92742697,-42.84922555,91000,0.280345,-0.003597,-0.3519,3
19.983,-0.162598,0.344238,0.209961,185.48226,-65.97620897,-20.95897955,91015.9973,0.285054,0.008193,-0.341479,3
19.993,-0.05127,-0.200195,0.212891,180.238363,-55.48840097,1.723946455,91007.0007,0.302349,0.016453,-0.355082,3
20.003,-0.179199,0.212891,0.329102,174.750555,-47.07376597,22.63858145,91023.999,0.288929,0.030726,-0.335271,3
20.013,-0.310059,0.177734,0.384766,165.726171,-39.45181797,43.24833945,91065.0024,0.309464,0.039878,-0.350974,3
20.023,-0.30957,0.047363,0.384766,159.01885,-33.04937897,64.34590045,91080.9998,0.296316,0.042572,-0.32499,3
20.033,-0.391602,0.182129,0.384766,153.226171,-26.70791397,85.87029145,91055.9998,0.295026,0.052995,-0.322621,3
20.043,-0.480957,0.320801,0.398438,146.335928,-22.13474197,107.2727275,91034.9976,0.316598,0.04752,-0.336035,3
20.053,-0.538574,0.385254,0.463379,136.579824,-16.64693797,138.9800485,91032.0007,0.304487,0.050509,-0.316133,3
20.063,-0.560059,-0.122559,0.459961,132.372503,-14.08596197,158.7971255,91052.002,0.321075,0.055815,-0.328653,3
20.073,-0.771973,0.60498,0.562988,127.799337,-12.86644997,177.0898045,91060.9985,0.318045,0.050697,-0.321518,3
20.083,-0.779297,0.070801,0.509277,121.762754,-13.04937697,196.1141885,91040.0024,0.313834,0.04792,-0.306135,3
20.093,-0.924805,0.452637,0.505859,119.140798,-14.32986497,215.0166385,91088.0005,0.338108,0.038452,-0.318907,3
20.103,-0.93457,0.371582,0.548828,113.774946,-16.46401097,233.4312655,91055.9998,0.320739,0.036739,-0.305767,3
20.113,-0.950684,0.362793,0.510742,109.445677,-19.08596197,250.9312655,91077.002,0.327472,0.025052,-0.295608,3
20.123,-1.014648,0.092773,0.456055,107.738363,-22.25669397,267.7605355,91092.9993,0.333555,0.014708,-0.298022,3
20.133,-1.106934,0.551758,0.517578,105.787146,-26.15913297,285.0776125,91067.9993,0.333181,0.00675,-0.297388,3
20.143,0,1,0.124512,0.970066045,-0.54937697,0.321507455,91066.9983,0.360396,-0.014389,-0.309059,3
20.153,-1.212891,0.526855,0.464844,98.28714605,-34.87864497,315.2605355,91067.9993,0.34459,-0.021501,-0.28791,3
20.163,-1.23291,0.478027,0.479004,93.95787605,-39.75669597,331.2971255,91071.9971,0.357981,-0.036668,-0.312346,3
20.173,-1.276367,0.709961,0.513184,87.79933705,-45.61035297,343.4312815,91055.9998,0.350504,-0.059838,-0.279184,3
20.183,-1.19873,0.694336,0.544922,81.51885005,-51.58596197,346.1142035,91080.9998,0.352561,-0.074707,-0.278112,3
20.193,-1.208008,0.778809,0.582031,74.14079805,-56.95181797,344.8946905,91102.002,0.366339,-0.090132,-0.300387,3
20.203,-1.244629,0.747559,0.53418,66.82372805,-61.82986597,339.2239445,91094.0002,0.353524,-0.11283,-0.275134,3
20.213,-1.248047,0.841797,0.539551,58.95787205,-65.61035697,328.7361515,91096.9971,0.372158,-0.130164,-0.295368,3
20.223,-1.163086,1.054199,0.568359,49.99445905,-68.47620897,316.5410225,91080.9998,0.349496,-0.142413,-0.270903,3
20.233,-1.17334,1.089844,0.532227,40.72616405,-69.81766997,303.8580995,91117.9993,0.35118,-0.164952,-0.260693,3
20.243,-1.086914,1.189453,0.492188,31.03104205,-70.24449697,288.7361515,91117.9993,0.366032,-0.186015,-0.277864,3
20.253,-1.017578,1.23291,0.505859,21.76275105,-69.26888797,272.1507945,91104.9988,0.345798,-0.197228,-0.25964,3
20.263,-0.904785,1.457031,0.577148,11.33592005,-67.56157497,256.8458925,91129.9988,0.357421,-0.211728,-0.266851,3
20.273,-0.963379,1.491699,0.552246,1.335920045,-64.87864497,242.9434575,91085.9985,0.343077,-0.227961,-0.247938,3
20.283,-0.901367,1.348145,-0.000488,0.970066045,-0.54937697,0.321507455,91129.9988,0.349859,-0.241433,-0.258797,3
20.293,-0.885742,1.364258,0.60791,-15.67627495,-58.29327897,223.4312655,91161.9995,0.348029,-0.257016,-0.263891,3
20.303,-1.069824,1.290527,0.627441,-22.87139695,-55.67133097,214.1019965,91121.9971,0.32892,-0.273266,-0.231563,3
