Time,aX,aY,aZ,gX,gY,gZ,mX,mY,mZ,Prs,Temp
4.324912,-0.227,0.008,0.015,148.137,-9.879,6.09,0.294,0.308,-0.837,,
4.342544,-0.237,0.031,0.028,145.583,-8.855,5.766,0.292,0.309,-0.828,96912.312,41.793
4.35704,-0.242,0.037,0.016,143.955,-8.295,6.046,0.291,0.319,-0.816,,
4.371536,-0.222,0.03,0.018,141.82,-7.735,6.142,0.293,0.326,-0.815,,
4.386224,-0.246,-0.01,0.01,142.887,-7.525,6.335,0.29,0.329,-0.806,,
4.40072,-0.242,-0.015,0.011,142.634,-7.236,6.108,0.295,0.339,-0.802,,
4.415408,-0.228,-0.032,-0.004,141.208,-7.446,5.521,0.294,0.343,-0.795,96883.906,41.789
4.434096,-0.225,0.015,0.01,140.735,-6.562,4.646,0.289,0.341,-0.785,,
4.448688,-0.239,-0.01,0.01,137.874,-4.463,3.789,0.291,0.347,-0.776,,
4.463344,-0.242,0.004,-0.001,134.505,-3.386,3.124,0.291,0.351,-0.774,,
4.47784,-0.233,-0.005,0.007,131.775,-2.844,2.537,0.291,0.358,-0.777,,
4.492528,-0.231,-0.024,0.027,129.762,-2.354,1.689,0.293,0.361,-0.762,96863.703,41.784
4.507152,-0.214,-0.029,0.047,128.214,-2.459,0.516,0.295,0.368,-0.757,,
4.52168,-0.216,-0.012,-0.007,127.208,-2.38,-1.067,0.289,0.363,-0.743,,
4.53912,-0.206,-0.01,0.023,124.224,-2.704,-2.966,0.29,0.368,-0.738,,
4.55368,-0.205,-0.026,-0.012,122.089,-2.494,-4.812,0.291,0.37,-0.736,,
4.568304,-0.233,-0.028,-0.01,121.529,-2.993,-6.037,0.285,0.376,-0.728,96849.469,41.779
4.582928,-0.214,-0.054,0.029,121.179,-3.054,-7.096,0.289,0.376,-0.726,,
4.597424,-0.217,-0.004,0.047,122.955,-2.896,-7.884,0.287,0.379,-0.714,,
4.612112,-0.223,-0.016,0.03,122.272,-2.818,-8.374,0.291,0.381,-0.7,,
4.626608,-0.228,0.005,-0.03,121.188,-3.132,-9.021,0.288,0.387,-0.698,,
4.645424,-0.214,0.019,0.026,119.613,-3.535,-9.669,0.285,0.385,-0.677,96831.719,41.78
4.659952,-0.205,-0.009,0.041,118.239,-3.027,-9.529,0.286,0.386,-0.675,,
4.674448,-0.206,-0.031,0.012,116.944,-3.106,-8.969,0.291,0.394,-0.666,,
4.689104,-0.203,0.01,0.037,116.506,-3.938,-8.531,0.284,0.393,-0.66,,
4.703504,-0.19,0.009,0.026,115.57,-3.736,-8.575,0.282,0.394,-0.653,,
4.71816,-0.2,0.02,0.01,113.435,-3.955,-9.564,0.281,0.397,-0.653,96805.734,41.776
4.735472,-0.207,0,0.003,112.044,-5.145,-9.835,0.275,0.396,-0.648,,
4.749936,-0.189,-0.022,0.018,109.244,-4.918,-9.546,0.277,0.397,-0.633,,
4.764464,-0.17,0.032,0.048,104.606,-4.41,-9.074,0.278,0.396,-0.627,,
4.778928,-0.203,0.018,0.032,103.504,-3.771,-8.636,0.281,0.391,-0.626,,
4.793584,-0.197,-0.01,0.001,103.478,-3.885,-8.304,0.281,0.393,-0.62,96771.719,41.767
4.80808,-0.187,-0.006,0.052,103.32,-3.141,-8.488,0.277,0.396,-0.615,,
4.822448,-0.196,-0.047,0.017,102.786,-2.293,-7.674,0.272,0.4,-0.603,,
4.841136,-0.184,0.018,0.011,100.686,-1.4,-7.516,0.276,0.392,-0.597,,
4.855632,-0.204,0.015,0.008,99.505,-1.383,-7.289,0.276,0.396,-0.597,,
4.87016,-0.182,-0.017,0.01,99.54,-1.094,-7.193,0.276,0.391,-0.588,96760.297,41.764
4.884688,-0.263,-0.018,0.059,100.371,-1.234,-6.764,0.276,0.39,-0.58,,
4.899312,9.755,1.021,-2.757,98.026,-14.814,-6.064,0.275,0.39,-0.575,,
4.913968,0.103,2.12,-7.764,79.914,-1.54,-18.314,0.268,0.389,-0.563,,
4.928496,-0.43,1.233,-0.092,85.514,-1.942,-65.861,0.272,0.388,-0.558,,
4.941328,-0.481,-0.584,-0.266,79.249,21.07,-88.559,0.271,0.395,-0.558,96502.109,41.765
4.95576,-0.842,-0.084,0.112,77.814,38.806,-79.87,0.256,0.399,-0.543,,
4.970256,-1.706,0.485,-0.119,81.611,60.112,-81.629,0.252,0.401,-0.538,,
4.984944,-1.051,0.551,0.255,88.979,81.357,-90.676,0.245,0.413,-0.53,,
4.99944,-1.545,0.51,0.572,93.293,127.146,-122.911,0.234,0.411,-0.508,,
5.013968,-1.185,0.728,0.74,98.604,170.258,-164.456,0.221,0.416,-0.499,96654.594,41.762
5.031504,-2.241,1.157,1.173,113.155,238.779,-217.726,0.203,0.427,-0.483,,
5.046,-2.417,1.211,1.973,128.406,286.676,-227.841,0.15,0.443,-0.438,,
5.060688,-3.038,2.303,2.976,134.89,286.676,-243.898,0.109,0.457,-0.41,,
5.075056,-3.685,2.085,3.79,145.066,286.676,-184.144,0.066,0.46,-0.377,,
5.089776,-3.36,3.656,4.047,167.318,279.737,-105.088,0.032,0.457,-0.36,96430.031,41.758
5.104304,-3.355,3.703,4.639,190.173,210.429,31.701,0.003,0.449,-0.342,,
5.1228,-3.785,2.795,5.349,209.151,-40.688,168.91,-0.013,0.409,-0.314,,
5.137456,-3.881,1.18,5.599,221.637,-286.659,179.917,0.004,0.387,-0.297,,
5.151856,-4.448,0.009,4.484,233.205,-286.72,160.116,0.046,0.357,-0.302,,
5.166384,-4.813,-0.53,3.385,245.044,-286.72,168.595,0.1,0.338,-0.309,96449.187,41.747
5.180784,-5.194,-0.339,2.994,248.054,-286.72,128.284,0.155,0.303,-0.322,,
5.19528,-5.059,-0.941,1.012,243.337,-286.72,50.461,0.204,0.269,-0.366,,
5.210032,-5.043,-0.541,-0.21,229.819,-286.72,-39.06,0.262,0.25,-0.419,,
5.228688,-4.788,-0.172,-2.68,199.946,-286.72,-118.72,0.324,0.234,-0.516,,
5.25352,-4.276,0.124,-1.979,159.154,1.496,-172.699,0.332,0.252,-0.539,96655.266,41.754
5.26824,-4.301,0.575,-1.738,140.175,231.324,-168.534,0.327,0.269,-0.521,,
5.2828,-4.211,0.759,-1.485,126.683,286.676,-84.534,0.311,0.277,-0.48,,
5.297456,-4.202,0.502,-0.415,120.085,286.676,17.132,0.293,0.276,-0.445,,
5.312048,-4.18,0.237,0.159,117.46,286.676,68.644,0.261,0.265,-0.394,,
5.330768,-3.814,-0.003,1.043,119.131,286.676,98.332,0.183,0.246,-0.315,96646.578,41.747
5.345424,-3.41,-0.053,1.462,119.691,286.676,113.146,0.143,0.23,-0.286,,
5.360016,-3.082,-0.239,1.474,122.141,286.676,115.264,0.1,0.217,-0.268,,
5.3748,-2.638,-0.452,1.373,130.751,221.2,95.427,0.07,0.201,-0.252,,
5.389424,-2.076,-0.597,1.291,146.414,108.01,59.605,0.05,0.186,-0.249,,
5.404176,-1.831,-0.548,1.244,163.327,15.339,27.055,0.037,0.176,-0.241,96569.781,41.745
5.4188,-1.135,-0.501,0.859,173.792,-35.691,3.089,0.033,0.153,-0.235,,
5.436368,-0.069,-0.258,0.485,175.49,-25.979,6.615,0.036,0.12,-0.239,,
5.451056,-0.101,-0.303,0.525,173.845,29.811,35.621,0.044,0.099,-0.233,,
5.465584,-0.132,-0.219,0.501,170.984,76.186,78.732,0.042,0.08,-0.234,,
5.480304,-0.146,-0.409,0.436,168.026,121.118,116.882,0.033,0.062,-0.247,96582.437,41.737
5.494864,-0.165,-0.537,0.557,166.687,160.895,156.503,0.023,0.043,-0.233,,
5.509296,-0.237,-0.436,0.806,165.148,203.359,197.059,0.001,0.021,-0.235,,
5.528144,-0.264,-0.539,0.635,163.529,246.671,262.325,-0.047,-0.015,-0.246,,
5.542736,-0.24,-0.469,1.365,162.619,281.033,286.676,-0.082,-0.031,-0.248,,
5.557488,-0.221,-0.705,1.397,160.344,286.676,286.676,-0.123,-0.042,-0.262,96564.141,41.741
5.572112,-0.498,-1.366,0.834,156.441,286.676,286.676,-0.169,-0.049,-0.27,,
5.586704,-0.432,-1.419,1.154,170.109,284.821,286.676,-0.219,-0.056,-0.284,,
5.601392,-0.216,-1.171,0.349,169.68,243.11,286.676,-0.304,-0.055,-0.332,,
5.618928,-0.074,-0.807,0.244,156.94,206.553,257.854,-0.341,-0.046,-0.346,,
5.633648,-0.056,-0.632,0.373,151.445,199.08,286.676,-0.373,-0.04,-0.362,96599.187,41.737
5.64824,-0.056,-0.665,0.206,138.154,209.956,286.676,-0.398,-0.03,-0.388,,
5.662768,-0.036,-0.622,0.207,134.724,205.984,286.676,-0.427,-0.016,-0.401,,
5.677456,0.051,-0.621,0.144,125.23,198.161,286.676,-0.455,0.005,-0.423,,
5.692016,0.057,-0.576,0.139,88.305,178.404,286.676,-0.505,0.057,-0.474,,
5.706736,0.313,-0.744,0.163,57.382,166.792,286.676,-0.524,0.091,-0.49,96617.25,41.732
5.725424,0.102,-0.487,0.045,-31.929,161.779,243.889,-0.536,0.112,-0.5,,
5.740016,0.117,-0.51,0.083,-73.64,168.508,219.765,-0.543,0.143,-0.519,,
5.7548,0.23,-0.545,-0.107,-123.541,177.712,173.443,-0.549,0.167,-0.534,,
5.769392,0.274,-0.49,-0.037,-175.481,175.49,103.556,-0.562,0.208,-0.575,,
5.784144,0.46,-0.487,-0.156,-243.337,185.124,45.544,-0.571,0.222,-0.596,96614.703,41.749
5.798704,1.142,-0.4,-0.514,-286.72,236.959,-94.692,-0.571,0.231,-0.618,,
5.816304,0.853,-1.098,0.247,-286.72,286.457,-286.72,-0.576,0.227,-0.645,,
5.830992,0.783,-1.5,1.217,-286.72,222.766,-286.72,-0.575,0.192,-0.683,,
5.845552,-0.269,-2.019,1.801,-286.72,-73.482,-286.72,-0.577,0.121,-0.695,,
5.86024,-1.82,-2.338,2.213,-286.72,-286.72,-286.72,-0.495,-0.105,-0.606,96611.812,41.74
5.874864,-3.899,-1.901,2.068,-286.72,-286.72,-286.72,-0.37,-0.197,-0.502,,
5.889424,-4.431,-1.217,1.351,-286.72,-286.72,-286.72,-0.186,-0.239,-0.41,,
5.908304,-3.798,0.049,0.31,-286.72,-286.72,-286.72,0.031,-0.193,-0.389,,
5.922896,-2.419,0.299,-0.373,-286.72,-286.72,-286.72,0.214,-0.087,-0.431,,
5.937552,-1.487,0.598,-0.07,-286.72,-286.72,-286.72,0.371,0.136,-0.703,96626.203,41.717
5.952208,-0.733,0.747,-0.314,-286.72,-286.72,-286.72,0.34,0.197,-0.842,,
5.966736,0.224,0.501,-0.934,-286.72,-286.72,-281.663,0.264,0.222,-0.966,,
5.981488,0.941,0.299,-0.93,-286.72,-286.72,-96.67,0.175,0.211,-1.037,,
5.99896,1.335,0.55,-0.736,-286.72,-286.72,133.227,0.082,0.187,-1.092,,
6.013616,1.06,0.13,-0.812,-267.339,-286.72,281.033,0.014,0.155,-1.105,96578.797,41.72
6.028176,0.758,0.081,-0.589,-149.415,-173.232,286.676,-0.073,0.106,-1.129,,
6.042672,0.643,0.095,-0.608,-45.92,-19.679,286.676,-0.09,0.094,-1.128,,
6.05736,0.386,0.188,-0.613,47.32,133.569,286.676,-0.094,0.095,-1.128,,
6.071888,0.152,0.265,-0.482,85.706,237.265,286.676,-0.089,0.096,-1.116,,
6.086576,-0.031,0.329,-0.439,112.333,286.676,286.676,-0.07,0.098,-1.126,96582.609,41.709
6.105232,-0.264,0.381,-0.447,105.411,286.676,286.676,-0.014,0.104,-1.115,,
6.119824,-0.329,0.228,-0.228,89.67,286.676,286.676,0.028,0.095,-1.107,,
6.134512,-0.292,0.128,-0.064,80.019,286.676,286.676,0.068,0.081,-1.088,,
6.149104,-0.318,0.122,0.015,72.039,286.676,286.676,0.1,0.056,-1.062,,
6.16376,-0.352,0.089,0.043,61.959,286.676,286.676,0.131,0.026,-1.038,96602.172,41.711
6.17832,-0.386,0.057,0.018,53.944,286.676,286.676,0.157,-0.002,-1.026,,
6.196912,-0.398,0.019,-0.007,47.941,286.676,286.676,0.178,-0.078,-0.983,,
6.210448,-0.386,-0.015,0.023,46.322,286.676,286.676,0.169,-0.11,-0.959,,
6.226128,-0.443,-0.045,0.081,47.6,286.676,286.676,0.157,-0.146,-0.944,,
6.239536,-0.615,-0.111,0.099,51.546,286.676,286.676,0.136,-0.181,-0.915,96640.453,41.711
6.255312,-0.735,-0.269,0.182,65.03,286.676,286.676,0.107,-0.208,-0.913,,
6.268592,-0.851,-0.528,0.122,71.732,286.676,286.676,0.074,-0.224,-0.904,,
6.284336,-0.248,-1.222,0.337,64.024,286.676,286.676,0.043,-0.243,-0.898,,
6.30984,-0.302,-1.206,0.501,208.066,196.831,64.059,-0.01,-0.248,-0.907,,
6.324912,-0.405,-1.162,0.637,286.676,97.379,-154.158,0.003,-0.228,-0.937,96622.937,41.713
6.339888,-0.507,-1.146,0.545,286.676,27.632,-286.72,0.021,-0.196,-0.971,,
6.354864,-0.676,-1.012,0.431,286.676,12.127,-286.72,0.053,-0.158,-0.989,,
6.369968,-0.655,-0.681,0.275,286.676,45.132,-286.72,0.088,-0.106,-1.011,,
6.384944,-0.477,-0.332,0.176,286.676,117.32,-286.72,0.124,-0.033,-1.036,,
6.402832,-0.225,0.006,0.193,286.676,215.232,-286.72,0.18,0.133,-1.029,96639.391,41.706
6.41688,-0.36,0.032,0.276,286.676,280.367,-286.72,0.191,0.221,-1.003,,
6.4308,-0.663,0.075,0.33,286.676,286.676,-286.72,0.185,0.314,-0.969,,
6.444976,-0.804,0.153,0.409,286.676,286.676,-286.72,0.169,0.4,-0.919,,
6.458864,-0.816,0.276,0.532,286.676,286.676,-286.72,0.138,0.466,-0.869,,
6.473136,-0.958,0.403,0.574,286.676,286.676,-286.72,0.096,0.528,-0.813,96630.781,41.705
6.491216,-0.889,0.4,0.759,286.676,277.646,-286.72,0.05,0.567,-0.765,,
6.505136,-0.997,0.335,0.885,286.676,171.553,-286.72,-0.031,0.599,-0.671,,
6.519376,-1.022,0.223,0.869,286.676,31.701,-216.93,-0.058,0.6,-0.628,,
6.533296,-0.933,-0.034,0.839,286.676,-114.275,-166.626,-0.077,0.597,-0.579,,
6.547472,-0.848,-0.124,0.772,286.676,-249.113,-161.14,-0.094,0.591,-0.544,96609.969,41.685
6.561456,-0.763,-0.16,0.681,286.676,-286.72,-173.731,-0.104,0.584,-0.507,,
6.575504,-0.772,-0.225,0.567,286.676,-286.72,-204.969,-0.106,0.565,-0.468,,
6.592496,-0.916,-0.255,0.491,286.676,-286.72,-257.145,-0.099,0.542,-0.426,,
6.606384,-0.799,-0.274,0.351,286.676,-286.72,-286.72,-0.092,0.516,-0.39,,
6.620496,-0.799,-0.212,0.162,286.676,-286.72,-286.72,-0.082,0.492,-0.36,96603.437,41.677
6.63464,-0.819,-0.154,0.01,286.676,-286.72,-286.72,-0.053,0.442,-0.316,,
6.648528,-0.71,-0.14,-0.079,286.676,-286.72,-286.72,-0.038,0.412,-0.294,,
6.662736,-0.758,-0.146,-0.2,286.676,-286.72,-286.72,-0.022,0.383,-0.287,,
6.680816,-0.84,-0.061,-0.32,286.676,-262.089,-286.72,-0.01,0.359,-0.27,,
6.694896,-0.777,0.074,-0.46,286.676,-162.689,-286.72,-0.003,0.327,-0.254,96618.875,41.682
6.708976,-0.858,0.198,-0.451,286.676,-59.246,-286.72,0.001,0.3,-0.24,,
6.722864,-0.976,0.34,-0.495,286.676,25.909,-273.35,0,0.269,-0.233,,
6.737072,-1.053,0.461,-0.364,286.676,93.826,-167.09,-0.008,0.232,-0.229,,
6.751024,-0.964,0.49,-0.339,286.676,137.008,-44.975,-0.024,0.157,-0.221,,
6.768112,-0.841,0.406,-0.233,286.676,160.545,100.957,-0.041,0.113,-0.209,96612.578,41.675
6.782064,-0.808,0.427,-0.282,286.676,168.044,208.574,-0.057,0.08,-0.212,,
6.79608,-0.957,0.531,-0.307,286.676,168.542,286.676,-0.074,0.04,-0.227,,
6.81016,-1.195,0.634,-0.259,286.554,154.499,286.676,-0.101,0.01,-0.24,,
6.824208,-1.055,0.338,-0.209,252.945,114.205,286.676,-0.132,-0.015,-0.255,,
6.838416,-0.731,0.05,-0.235,230.606,68.827,286.676,-0.169,-0.034,-0.263,96655,41.683
6.856496,-0.602,-0.009,-0.305,223.816,17.325,286.676,-0.24,-0.044,-0.292,,
6.870544,-0.59,-0.091,-0.31,227.518,-17.92,286.676,-0.269,-0.033,-0.312,,
6.884752,-0.632,-0.243,-0.368,230.606,-45.29,286.676,-0.302,-0.025,-0.303,,
6.898768,-0.679,-0.198,-0.402,227.824,-59.115,286.676,-0.321,-0.017,-0.305,,
6.912848,-0.683,-0.294,-0.484,219.441,-54.443,286.676,-0.34,-0.004,-0.312,96678.594,41.676
6.92696,-0.813,-0.426,-0.461,212.643,-41.414,286.676,-0.354,0.01,-0.323,,
6.94376,-0.93,-0.537,-0.493,208.994,-12.311,286.676,-0.372,0.022,-0.332,,
6.957968,-0.814,-0.605,-0.603,207.874,21.254,222.827,-0.387,0.024,-0.346,,
6.971856,-0.864,-0.599,-0.783,191.231,95.401,85.82,-0.397,0.022,-0.354,,
6.986096,-0.947,-0.403,-1.15,160.274,218.496,-32.603,-0.41,0.016,-0.375,96680.656,41.68
7.000016,-1.142,-0.422,-1.025,135.494,286.676,-129.413,-0.415,-0.003,-0.403,,
7.013904,-1.529,-0.256,-0.734,125.335,286.676,-203.857,-0.442,-0.022,-0.422,,
7.027984,-1.682,-0.193,-0.408,126.114,286.676,-246.383,-0.46,-0.045,-0.461,,
7.046256,-2.017,-0.137,-0.098,139.125,286.676,-286.72,-0.47,-0.069,-0.525,,
7.060432,-2.028,0.074,0.015,149.634,286.676,-286.72,-0.47,-0.093,-0.583,96680.766,41.675
7.085776,-1.916,0.538,0.138,137.725,286.676,-251.107,-0.447,-0.148,-0.68,,
7.099984,-1.733,0.677,0.38,113.706,286.676,-157.675,-0.406,-0.182,-0.751,,
7.114256,-1.569,0.761,0.406,79.065,173.626,-47.022,-0.384,-0.188,-0.785,,
7.1284,-1.532,0.77,0.375,39.891,32.813,68.766,-0.382,-0.188,-0.798,,
7.145648,-1.55,0.78,0.301,-1.514,-128.03,209.003,-0.389,-0.179,-0.793,96704.266,41.673
7.15976,-1.587,0.736,0.218,-22.461,-237.825,286.676,-0.41,-0.161,-0.786,,
7.173712,-1.608,0.709,0.153,-32.042,-286.72,286.676,-0.437,-0.141,-0.766,,
7.187984,-1.678,0.534,0.073,-34.44,-286.72,286.676,-0.471,-0.111,-0.738,,
7.202064,-1.681,0.449,-0.163,-37.135,-286.72,286.676,-0.503,-0.069,-0.713,,
7.216304,-1.637,0.203,-0.272,-35.534,-286.72,286.676,-0.553,0.036,-0.628,96715.875,41.677
7.234576,-1.495,-0.037,-0.52,-41.947,-286.72,286.676,-0.564,0.094,-0.585,,
7.248688,-1.318,-0.105,-0.671,-51.109,-286.72,286.676,-0.56,0.152,-0.54,,
7.26296,-1.269,-0.16,-0.73,-63.674,-224.149,286.676,-0.556,0.204,-0.522,,
7.277104,-1.234,-0.305,-0.792,-79.861,-120.566,286.676,-0.538,0.253,-0.501,,
7.291408,-1.25,-0.228,-0.86,-96.504,-7.954,268.021,-0.521,0.289,-0.483,96730.016,41.676
7.305552,-1.219,-0.326,-0.793,-113.225,125.44,190.452,-0.511,0.319,-0.484,,
7.32264,-1.244,-0.4,-0.736,-129.15,286.615,68.119,-0.503,0.361,-0.521,,
7.336912,-1.361,-0.37,-0.602,-135.012,286.676,-44.485,-0.512,0.367,-0.56,,
7.350992,-1.454,-0.285,-0.495,-135.905,286.676,-147.674,-0.528,0.364,-0.606,,
7.365232,-1.561,-0.221,-0.359,-128.94,286.676,-239.514,-0.54,0.363,-0.656,96738.281,41.681
7.379344,-1.616,-0.141,-0.205,-118.02,286.676,-286.72,-0.551,0.342,-0.707,,
7.393456,-1.64,-0.06,-0.067,-109.384,286.676,-286.72,-0.557,0.312,-0.763,,
7.407664,-1.606,0.018,0.065,-106.155,286.676,-286.72,-0.56,0.269,-0.806,,
7.425904,-1.494,0.184,0.129,-111.291,277.104,-286.72,-0.545,0.197,-0.883,,
7.440176,-1.429,0.34,0.157,-121.896,187.801,-267.312,-0.53,0.164,-0.897,96773.062,41.687
7.454352,-1.328,0.454,0.098,-133.744,109.41,-191.135,-0.518,0.13,-0.907,,
7.468464,-1.227,0.467,0,-142.669,54.425,-92.619,-0.511,0.105,-0.915,,
7.482704,-1.156,0.486,-0.019,-148.155,16.292,7.026,-0.504,0.097,-0.921,,
7.496816,-1.124,0.422,-0.051,-145.731,-0.035,108.159,-0.5,0.084,-0.925,,
7.514064,-1.055,0.343,-0.155,-135.214,6.396,214.261,-0.505,0.089,-0.922,96777.109,41.678
7.528176,-1.047,0.259,-0.192,-119.613,31.535,286.676,-0.513,0.105,-0.923,,
7.542256,-1.081,0.142,-0.192,-104.003,65.179,286.676,-0.518,0.129,-0.923,,
7.556496,-1.13,0.057,-0.255,-90.974,99.654,286.676,-0.51,0.15,-0.914,,
7.570576,-1.177,-0.078,-0.238,-78.531,146.02,286.676,-0.51,0.186,-0.924,,
7.584848,-1.258,-0.176,-0.223,-73.395,183.689,286.676,-0.501,0.217,-0.942,96788.187,41.685
7.60312,-1.339,-0.354,-0.157,-76.659,223.265,286.676,-0.484,0.248,-0.956,,
7.6172,-1.364,-0.458,-0.052,-83.274,237.44,286.676,-0.439,0.291,-0.997,,
7.631472,-1.419,-0.53,-0.068,-92.514,258.177,275.608,-0.411,0.304,-1.014,,
7.645616,-1.487,-0.638,-0.014,-98.893,281.864,190.356,-0.379,0.314,-1.03,,
7.65992,-1.552,-0.691,-0.05,-101.281,285.652,92.785,-0.351,0.313,-1.043,96775.453,41.687
7.674096,-1.636,-0.726,0.094,-97.895,280.28,-7.472,-0.322,0.307,-1.049,,
7.691184,-1.696,-0.705,0.187,-81.427,225.636,-133.595,-0.294,0.294,-1.067,,
7.705424,-1.755,-0.605,0.329,-69.528,166.836,-227.902,-0.274,0.279,-1.07,,
7.719536,-1.819,-0.507,0.082,-56.682,110.591,-286.72,-0.25,0.251,-1.102,,
7.733744,-1.836,-0.421,0.148,-47.381,62.939,-286.72,-0.248,0.235,-1.101,96778.078,41.677
7.747792,-1.828,-0.288,0.084,-41.029,24.299,-286.72,-0.247,0.223,-1.105,,
7.761904,-1.833,-0.149,0.081,-37.249,-1.899,-286.72,-0.255,0.208,-1.104,,
7.776144,-1.839,-0.026,0.087,-35.403,-20.913,-286.72,-0.249,0.189,-1.105,,
7.794352,-1.772,0.145,0.048,-38.264,-37.048,-286.72,-0.255,0.173,-1.11,,
7.80856,-1.7,0.219,-0.042,-42.866,-35.28,-251.799,-0.261,0.156,-1.106,96762.312,41.676
7.822736,-1.648,0.339,-0.013,-49.368,-20.379,-164.771,-0.265,0.142,-1.098,,
7.836784,-1.638,0.259,-0.071,-54.46,-2.371,-74.673,-0.267,0.117,-1.106,,
7.851056,-1.527,0.229,-0.143,-54.39,27.948,1.102,-0.265,0.112,-1.1,,
7.865168,-1.444,0.179,-0.141,-49.709,69.808,71.768,-0.264,0.11,-1.102,,
7.882384,-1.316,0.077,-0.04,-42.236,115.465,134.155,-0.25,0.112,-1.105,96777.016,41.672
7.896464,-1.237,-0.002,0.002,-39.987,145.416,164.378,-0.242,0.107,-1.114,,
7.910576,-1.15,-0.034,0.041,-41.764,171.062,184.31,-0.228,0.108,-1.112,,
7.924816,-1.14,-0.175,0.066,-46.34,178.815,189.42,-0.217,0.106,-1.115,,
7.938832,-1.092,-0.202,0.154,-49.691,179.305,177.826,-0.198,0.101,-1.119,,
7.953104,-1.013,-0.34,0.177,-49.315,172.279,147.262,-0.171,0.094,-1.122,96783.937,41.682
7.97128,-1.008,-0.395,0.159,-44.048,159.609,83.702,-0.152,0.096,-1.121,,
7.985424,-1.012,-0.384,0.195,-37.704,145.565,23.704,-0.134,0.089,-1.122,,
7.9996,-0.991,-0.393,0.218,-30.809,126.919,-42.56,-0.12,0.084,-1.127,,
8.013744,-0.904,-0.392,0.201,-24.841,108.386,-107.931,-0.103,0.079,-1.125,,
8.02792,-0.945,-0.274,0.182,-18.392,88.874,-170.984,-0.09,0.079,-1.117,96781.141,41.669
8.042096,-0.87,-0.351,0.136,-9.354,62.361,-203.508,-0.079,0.075,-1.121,,
8.056112,-0.813,-0.165,0.28,-0.691,29.68,-242.226,-0.053,0.072,-1.123,,
8.073328,-0.78,-0.315,0.284,5.372,-6.685,-270.944,-0.046,0.074,-1.112,,
8.087408,-0.759,-0.24,0.213,13.86,-35.315,-286.72,-0.049,0.08,-1.12,,
8.101616,-0.862,-0.186,0.244,21.726,-57.759,-286.72,-0.047,0.081,-1.119,96796.266,41.667
8.115728,-0.859,-0.14,0.204,29.689,-81.856,-286.72,-0.047,0.089,-1.126,,
8.129808,-0.859,-0.117,0.182,34.877,-101.798,-286.72,-0.047,0.1,-1.12,,
8.143984,-0.754,-0.097,0.108,35.796,-107.555,-286.72,-0.061,0.104,-1.117,,
8.16216,-0.666,0.09,0.163,36.225,-108.22,-286.72,-0.081,0.119,-1.126,,
8.1764,-0.733,-0.003,0.004,35.866,-106.732,-286.72,-0.09,0.124,-1.129,96791.141,41.671
8.190512,-0.589,0.146,0.244,29.61,-105.543,-254.336,-0.097,0.128,-1.125,,
8.20456,-0.625,0.053,0.198,26.836,-104.921,-208.364,-0.108,0.132,-1.126,,
8.218768,-0.61,0.051,0.127,26.862,-97.387,-179.83,-0.119,0.135,-1.128,,
8.232816,-0.595,0.093,0.149,33.092,-83.326,-143.605,-0.131,0.139,-1.129,,
8.246992,-0.502,0.075,0.125,40.565,-66.832,-106.426,-0.139,0.139,-1.122,96789.297,41.668
8.2596,-0.422,0.085,0.138,45.377,-55.624,-69.755,-0.142,0.142,-1.124,,
8.273648,-0.371,0.072,0.134,49.77,-39.603,-31.649,-0.155,0.144,-1.117,,
8.287792,-0.419,0.04,0.134,53.261,-23.074,-0.061,-0.156,0.148,-1.124,,
8.301808,-0.386,-0.026,0.172,53.051,-10.377,23.774,-0.163,0.162,-1.134,,
8.316048,-0.244,0.008,0.326,48.86,-7.254,49.306,-0.165,0.164,-1.131,96805.297,41.67
8.330096,-0.21,-0.058,0.308,46.165,1.076,71.706,-0.161,0.174,-1.124,,
8.346928,-0.251,-0.045,0.18,44.502,16.975,82.618,-0.164,0.178,-1.122,,
8.3612,-0.309,-0.003,0.223,45.132,22.452,98.717,-0.162,0.185,-1.123,,
8.375248,-0.335,-0.073,0.219,43.803,22.435,120.304,-0.159,0.193,-1.122,,
8.389424,-0.455,-0.132,0.285,41.037,15.584,132.641,-0.152,0.194,-1.115,96802,41.677
8.403344,-0.434,-0.181,0.301,39.944,4.13,136.955,-0.15,0.201,-1.124,,
8.41736,-0.455,-0.209,0.313,39.594,-2.336,129.526,-0.151,0.216,-1.12,,
8.4356,-0.441,-0.212,0.311,38.885,-4.97,113.776,-0.145,0.218,-1.116,,
8.44952,-0.52,-0.268,0.354,36.304,-4.06,98.805,-0.149,0.226,-1.124,,
8.463728,-0.559,-0.201,0.569,36.522,-17.404,81.576,-0.145,0.231,-1.118,96808.875,41.67
8.477648,-0.629,-0.329,0.395,36.557,-41.335,68.793,-0.145,0.236,-1.112,,
8.491696,-0.756,-0.361,0.476,33.18,-65.599,32.533,-0.148,0.24,-1.118,,
8.505936,-0.869,-0.354,0.515,32.331,-100.38,-5.486,-0.152,0.239,-1.107,,
8.519952,-0.911,-0.386,0.5,35.507,-135.196,-34.169,-0.161,0.244,-1.111,,
8.537072,-1.094,-0.423,0.564,37.257,-185.307,-77.166,-0.191,0.253,-1.105,96829.75,41.667
8.55112,-1.204,-0.363,0.561,32.042,-216.65,-121.048,-0.213,0.253,-1.102,,
