Time,aX,aY,aZ,gX,gY,gZ,mX,mY,mZ,Prs,Temp
28.644272,-0.777,0.014,0.171,79.31,2.188,-67.489,-0.551,0.265,-0.816,,
28.658896,-0.73,0.009,0.163,80.579,0.586,-60.585,-0.549,0.264,-0.822,,
28.673648,-0.732,-0.027,0.179,81.778,-1.487,-53.077,-0.554,0.258,-0.808,,
28.688208,-0.74,-0.056,0.173,83.23,-3.439,-46.611,-0.557,0.25,-0.816,,
28.70296,-0.772,-0.053,0.196,85.076,-7.429,-42.438,-0.553,0.25,-0.816,98882.531,41.702
28.720624,-0.821,-0.038,0.186,87.894,-17.167,-40.294,-0.553,0.247,-0.817,,
28.735152,-0.842,-0.013,0.194,90.309,-23.187,-41.239,-0.555,0.25,-0.813,,
28.749872,-0.901,-0.018,0.196,92.505,-30.083,-40.565,-0.557,0.248,-0.802,,
28.764432,-0.946,-0.048,0.187,94.859,-35.91,-37.45,-0.559,0.243,-0.793,,
28.779216,-0.967,-0.057,0.161,96.294,-40.626,-32.025,-0.556,0.24,-0.796,98891.578,41.705
28.793776,-1.009,-0.043,0.17,97.808,-43.601,-27.886,-0.56,0.24,-0.793,,
28.808336,-1.058,0.011,0.175,99.768,-46.804,-25.847,-0.563,0.241,-0.787,,
28.827216,-1.129,-0.017,0.191,101.964,-53.506,-15.094,-0.561,0.239,-0.773,,
28.84184,-1.171,-0.075,0.165,103.644,-61.014,-4.55,-0.562,0.235,-0.762,,
28.856624,-1.205,-0.135,0.163,104.746,-68.731,-0.035,-0.565,0.236,-0.755,98894.203,41.706
28.871248,-1.226,-0.118,0.138,106.015,-70.613,-7.805,-0.566,0.24,-0.741,,
28.88584,-1.248,-0.09,0.132,107.091,-67.471,-16.879,-0.562,0.243,-0.735,,
28.900624,-1.246,-0.095,0.119,107.529,-58.467,-25.97,-0.567,0.236,-0.722,,
28.918064,-1.229,-0.097,0.096,107.039,-44.616,-35.612,-0.568,0.238,-0.72,,
28.932752,-1.195,-0.091,0.092,106.304,-29.347,-43.024,-0.57,0.233,-0.697,98902.781,41.707
28.947344,-1.175,-0.056,0.096,106.085,-13.606,-47.189,-0.575,0.225,-0.7,,
28.961904,-1.159,-0.079,0.094,106.19,-3.456,-46.524,-0.575,0.221,-0.701,,
28.976624,-1.146,-0.072,0.105,106.199,6.186,-47.827,-0.579,0.22,-0.694,,
28.991152,-1.136,-0.052,0.124,106.671,11.725,-44.931,-0.574,0.214,-0.696,,
29.010032,-1.097,-0.057,0.144,107.616,11.025,-37.021,-0.577,0.208,-0.697,98920.516,41.706
29.024624,-1.073,-0.068,0.139,108.868,4.48,-31.552,-0.574,0.196,-0.701,,
29.039184,-1.062,-0.057,0.138,110.364,-2.004,-28.858,-0.573,0.193,-0.699,,
29.053936,-1.067,-0.06,0.167,112.044,-9.966,-28.271,-0.577,0.197,-0.704,,
29.068528,-1.055,-0.084,0.164,114.275,-18.795,-26.364,-0.575,0.192,-0.692,,
29.08328,-1.023,-0.105,0.14,115.911,-26.031,-24.719,-0.576,0.189,-0.688,98924.219,41.712
29.097968,-0.992,-0.076,0.141,117.11,-28.709,-25.314,-0.57,0.187,-0.688,,
29.115536,-0.972,-0.045,0.162,118.956,-29.312,-26.968,-0.571,0.179,-0.674,,
29.130224,-0.993,-0.091,0.166,120.286,-33.486,-23.153,-0.571,0.178,-0.681,,
29.144784,-1.036,-0.121,0.127,121.467,-40.635,-19.276,-0.57,0.173,-0.67,,
29.159536,-1.081,-0.114,0.158,122.841,-47.827,-22.146,-0.571,0.166,-0.662,98929.672,41.715
29.174128,-1.121,-0.088,0.15,125.151,-56.551,-25.856,-0.57,0.165,-0.665,,
29.188656,-1.127,-0.086,0.153,127.339,-67.559,-25.909,-0.571,0.165,-0.657,,
29.207472,-1.134,-0.091,0.113,128.861,-78.505,-26.95,-0.572,0.156,-0.649,,
29.222096,-1.113,-0.106,0.071,129.325,-83.571,-24.684,-0.567,0.154,-0.637,,
29.236752,-1.083,-0.1,0.074,129.596,-84.796,-25.646,-0.568,0.142,-0.621,98939.453,41.716
29.251376,-1.102,-0.081,0.058,130.139,-80.194,-25.778,-0.568,0.139,-0.619,,
29.265904,-1.129,-0.079,0.036,129.273,-69.493,-26.722,-0.566,0.143,-0.615,,
29.280656,-1.179,-0.073,0.02,128.695,-59.054,-25.944,-0.564,0.133,-0.607,,
29.29816,-1.176,-0.081,0.012,127.549,-46.104,-20.983,-0.561,0.123,-0.607,,
29.312816,-1.206,-0.077,0.006,126.866,-34.239,-19.198,-0.563,0.116,-0.593,98956.125,41.722
29.327408,-1.214,-0.075,0.01,126.341,-28.263,-12.81,-0.56,0.104,-0.589,,
29.341936,-1.176,-0.094,-0.003,125.624,-23.651,-6.003,-0.559,0.105,-0.602,,
29.356656,-1.141,-0.059,0.013,124.478,-16.327,-0.228,-0.559,0.104,-0.598,,
29.371152,-1.116,-0.061,0.014,124.136,-12.346,5.014,-0.559,0.093,-0.593,,
29.38584,-1.125,-0.064,0.007,123.673,-9.538,12.329,-0.559,0.089,-0.592,98959,41.707
29.40456,-1.166,-0.083,0,122.894,-8.094,20.834,-0.56,0.085,-0.593,,
29.41912,-1.194,-0.099,0.004,122.045,-6.475,23.844,-0.559,0.089,-0.593,,
29.433808,-1.205,-0.109,0.012,121.301,-6.274,23.914,-0.558,0.089,-0.604,,
29.448176,-1.232,-0.127,-0.003,120.768,-7.586,22.356,-0.56,0.084,-0.596,,
29.462864,-1.236,-0.14,-0.001,119.525,-6.597,19.233,-0.562,0.086,-0.592,98969.359,41.716
29.477424,-1.23,-0.13,0.025,118.528,-5.705,14.84,-0.56,0.085,-0.607,,
29.494864,-1.23,-0.145,0.001,117.976,-13.064,10.439,-0.56,0.081,-0.605,,
29.50952,-1.219,-0.143,-0.015,117.941,-21.087,8.995,-0.554,0.079,-0.6,,
29.524048,-1.227,-0.143,-0.004,117.25,-24.78,5.976,-0.558,0.076,-0.609,,
29.538768,-1.23,-0.152,-0.004,116.27,-27.326,0.437,-0.551,0.074,-0.603,98979.375,41.718
29.553264,-1.234,-0.153,-0.029,115.299,-28.35,-5.591,-0.553,0.072,-0.6,,
29.56776,-1.224,-0.145,-0.029,114.048,-26.898,-11.445,-0.558,0.071,-0.608,,
29.58248,-1.206,-0.134,-0.027,112.543,-22.461,-17.132,-0.554,0.068,-0.605,,
29.6012,-1.187,-0.131,-0.057,110.084,-18.961,-24.167,-0.551,0.062,-0.6,,
29.615728,-1.179,-0.108,-0.061,108.71,-11.384,-28.254,-0.551,0.064,-0.609,98985.594,41.72
29.630288,-1.167,-0.102,-0.067,107.459,-4.559,-30.083,-0.548,0.054,-0.607,,
29.64488,-1.165,-0.087,-0.07,105.744,3.395,-31.605,-0.547,0.041,-0.62,,
29.659568,-1.158,-0.064,-0.055,104.755,12.924,-30.275,-0.549,0.03,-0.622,,
29.674128,-1.143,-0.059,-0.079,103.871,21.551,-26.53,-0.547,0.033,-0.621,,
29.691792,-1.143,-0.053,-0.048,102.961,28.691,-18.27,-0.547,0.025,-0.629,98997.547,41.72
29.70632,-1.141,-0.051,-0.037,102.27,30.406,-12.32,-0.55,0.023,-0.629,,
29.720816,-1.132,-0.029,-0.036,101.885,30.205,-4.576,-0.549,0.023,-0.626,,
29.735472,-1.137,-0.039,-0.031,101.054,29.146,5.714,-0.548,0.021,-0.656,,
29.749968,-1.146,-0.041,-0.03,100.581,28,15.374,-0.551,0.025,-0.661,,
29.764464,-1.179,-0.037,-0.052,100.319,28.429,24.054,-0.551,0.023,-0.667,99010.906,41.721
29.783184,-1.211,-0.05,-0.051,99.741,27.676,33.792,-0.549,0.022,-0.675,,
29.79768,-1.214,-0.056,-0.042,99.146,28.245,40.959,-0.551,0.023,-0.67,,
29.812208,-1.217,-0.075,-0.029,98.779,27.729,45.754,-0.554,0.024,-0.695,,
29.826736,-1.19,-0.07,-0.021,98.525,27.545,49.175,-0.557,0.034,-0.699,,
29.841264,-1.157,-0.075,-0.022,98.105,27.773,54.39,-0.559,0.045,-0.706,99014.187,41.725
29.855856,-1.145,-0.081,-0.03,97.256,29.181,59.649,-0.561,0.049,-0.71,,
29.870384,-1.118,-0.085,-0.031,96.408,30.196,61.206,-0.562,0.056,-0.702,,
29.887952,-1.097,-0.106,-0.037,95.27,30.345,61.924,-0.563,0.063,-0.718,,
29.902448,-1.097,-0.134,-0.03,94.15,28.779,59.588,-0.567,0.071,-0.727,,
29.917168,-1.08,-0.132,-0.032,92.671,27.326,54.635,-0.563,0.082,-0.731,99028.203,41.717
29.931696,-1.094,-0.149,-0.058,90.86,28.175,47.049,-0.568,0.09,-0.734,,
29.94616,-1.086,-0.149,-0.04,88.611,32.121,39.76,-0.568,0.095,-0.734,,
29.960816,-1.066,-0.147,-0.061,86.695,36.724,36.243,-0.566,0.099,-0.736,,
29.979408,-1.069,-0.147,-0.076,82.994,46.874,32.174,-0.57,0.107,-0.755,,
29.994064,-1.112,-0.127,-0.065,81.629,52.185,30.485,-0.567,0.113,-0.767,99033.547,41.726
30.008624,-1.15,-0.147,-0.046,79.896,59.579,30.958,-0.573,0.114,-0.774,,
30.023152,-1.173,-0.146,-0.035,78.575,62.755,29.978,-0.566,0.119,-0.776,,
30.03784,-1.203,-0.171,-0.018,77.674,64.199,28.875,-0.566,0.119,-0.774,,
30.052336,-1.238,-0.173,-0.01,76.825,64.514,24.395,-0.567,0.131,-0.782,,
30.067024,-1.248,-0.163,-0.001,76.606,59.281,20.493,-0.566,0.138,-0.795,99036.187,41.727
30.084496,-1.278,-0.158,0.003,76.081,52.833,16.039,-0.565,0.142,-0.81,,
30.098864,-1.294,-0.125,0.028,76.475,44.1,15.89,-0.563,0.147,-0.82,,
30.113584,-1.31,-0.13,0.023,76.86,31.334,18.865,-0.561,0.152,-0.817,,
30.12808,-1.306,-0.146,0.009,77.35,15.085,19.285,-0.557,0.153,-0.817,,
30.142704,-1.275,-0.16,-0.02,77.359,-0.009,18.673,-0.556,0.157,-0.822,99050.531,41.727
30.157104,-1.241,-0.161,-0.021,77.026,-9.091,17.097,-0.563,0.165,-0.821,,
30.175888,-1.174,-0.168,-0.023,76.974,-17.036,19.399,-0.562,0.162,-0.815,,
30.190544,-1.105,-0.16,-0.038,76.51,-21.551,19.968,-0.56,0.171,-0.816,,
30.204912,-1.046,-0.168,-0.056,75.294,-20.939,23.564,-0.563,0.176,-0.809,,
30.219568,-1.027,-0.182,-0.065,73.903,-14.114,24.413,-0.563,0.177,-0.801,99051.578,41.721
30.234,-1.072,-0.201,-0.083,71.934,-4.428,19.854,-0.565,0.188,-0.801,,
30.2484,-1.105,-0.201,-0.08,69.886,5.311,13.807,-0.566,0.191,-0.802,,
30.262928,-1.157,-0.221,-0.048,67.603,17.5,6.79,-0.564,0.19,-0.795,,
30.2804,-1.204,-0.188,0.003,64.899,34.072,2.433,-0.56,0.196,-0.807,,
30.29512,-1.234,-0.187,-0.021,63.525,45.22,0.07,-0.563,0.198,-0.801,99051.266,41.725
30.310864,-1.196,-0.148,-0.064,62.195,52.045,-0.429,-0.558,0.199,-0.807,,
30.335632,-1.349,-0.273,0.006,60.716,56.647,-2.38,-0.554,0.205,-0.814,,
30.350352,-7.839,-2.637,-0.1,82.967,41.501,79.433,-0.552,0.21,-0.82,,
30.365008,-4.664,2.58,-22.599,-4.795,-10.028,286.51,-0.549,0.21,-0.82,,
30.383856,-0.736,2.228,-6.235,31.605,85.916,286.676,-0.537,0.299,-0.803,99100.109,41.724
30.398544,0.345,-0.218,1.765,9.398,5.101,286.676,-0.537,0.334,-0.798,,
30.413168,0.179,-0.102,1.741,19.014,-19.933,286.676,-0.521,0.376,-0.788,,
30.42792,0.066,-0.012,0.744,27.458,-23.503,286.676,-0.501,0.41,-0.789,,
30.442512,-0.043,-0.004,-0.152,27.046,-47.766,286.676,-0.476,0.452,-0.775,,
30.457264,0.024,0.013,-0.58,27.773,-41.204,286.676,-0.454,0.475,-0.768,99077.5,41.73
30.471888,-0.083,-0.017,-0.218,28.849,-40.845,286.676,-0.391,0.528,-0.76,,
30.489456,-0.269,-0.007,-1.237,24.894,-47.862,286.676,-0.36,0.555,-0.744,,
30.504144,-0.216,0,-0.755,21.481,-59.911,286.676,-0.323,0.573,-0.739,,
30.518704,-0.165,0.007,-0.641,18.384,-72.783,286.676,-0.281,0.59,-0.732,,
30.533392,-0.096,-0.013,-0.299,15.899,-77.805,286.676,-0.244,0.597,-0.722,99089.469,41.73
30.547952,-0.046,-0.095,-0.055,13.615,-84.499,286.676,-0.199,0.605,-0.718,,
30.56248,-0.009,-0.113,-0.067,9.818,-87.71,286.676,-0.116,0.606,-0.719,,
30.581424,0.185,-0.276,-0.01,5.399,-83.641,286.676,-0.074,0.601,-0.715,,
30.595984,0.532,-0.302,-0.009,-1.409,-87.386,286.676,-0.039,0.6,-0.711,,
30.610704,1.774,-1.109,0.126,-25.41,-103.67,271.609,-0.001,0.597,-0.721,99063.687,41.727
30.625328,6.891,-2.981,-0.923,-22.715,-84.35,141.697,0.029,0.581,-0.717,,
30.63992,4.585,-1.247,0.339,-7.508,-82.731,222.478,0.067,0.564,-0.731,,
30.654736,0.722,-0.329,0.075,-53.165,-87.754,197.864,0.081,0.558,-0.734,,
30.669296,0.266,-0.175,-0.194,-46.681,-84.149,165.182,0.092,0.551,-0.746,,
30.687056,0.131,-0.053,-0.446,-32.104,-84.289,130.366,0.112,0.534,-0.751,98999.984,41.703
30.701616,0.116,-0.173,-0.218,-20.921,-82.967,104.116,0.122,0.53,-0.755,,
30.71624,0.185,-0.171,0.027,-4.673,-82.486,71.846,0.128,0.521,-0.761,,
30.730928,0.277,-0.245,0.087,12.547,-80.063,30.345,0.137,0.515,-0.785,,
30.745488,0.457,-0.261,0.145,29.479,-76.869,-21.052,0.134,0.521,-0.79,,
30.760176,0.688,-0.199,0.182,37.844,-74.725,-69.781,0.134,0.516,-0.78,98980.859,41.703
30.77896,1.05,-0.203,0.135,23.126,-70.42,-112.901,0.123,0.525,-0.779,,
30.79352,1.342,-0.316,0.308,7.866,-71.654,-136.474,0.113,0.534,-0.772,,
30.808272,1.229,-0.422,0.275,8.645,-71.628,-155.68,0.085,0.544,-0.784,,
30.822864,0.859,-0.417,0.234,16.503,-72.45,-176.601,0.068,0.552,-0.787,,
30.837616,0.613,-0.418,0.173,24.483,-74.27,-201.381,0.05,0.559,-0.786,98994.969,41.702
30.85224,0.454,-0.481,0.159,31.08,-75.224,-227.378,0.026,0.57,-0.783,,
30.869744,0.371,-0.586,0.193,33.976,-76.842,-255.421,-0.001,0.579,-0.791,,
30.884432,0.343,-0.702,0.265,42.096,-77.831,-279.659,-0.03,0.586,-0.781,,
30.89896,0.289,-0.845,0.249,48.116,-77.936,-286.72,-0.091,0.597,-0.787,,
30.913552,0.244,-1.199,0.289,65.546,-73.579,-286.72,-0.126,0.601,-0.776,98995.203,41.703
30.928048,0.145,-1.569,0.234,101.36,-64.164,-265.361,-0.162,0.601,-0.769,,
30.942544,-0.105,-1.78,0.22,122.132,-51.835,-197.951,-0.186,0.6,-0.757,,
30.9572,-0.344,-1.853,0.333,107.476,-40.355,-120.89,-0.207,0.6,-0.761,,
30.98392,-0.389,-1.065,0.066,37.056,-1.033,21.621,-0.231,0.596,-0.731,,
30.99896,-0.1,-0.859,0.041,24.964,12.653,57.943,-0.23,0.601,-0.72,99005.641,41.707
31.014032,0.175,-0.946,0.04,12.749,20.983,83.781,-0.223,0.603,-0.718,,
31.029008,0.249,-0.916,0.061,3.465,29.251,95.874,-0.21,0.607,-0.715,,
31.044176,0.313,-1.029,0.109,-3.955,33.049,81.882,-0.202,0.606,-0.721,,
31.05912,0.347,-0.939,0.001,-9.179,26.372,53.952,-0.191,0.608,-0.716,,
31.07432,0.411,-0.839,-0.018,-5.451,16.721,28,-0.185,0.606,-0.72,99002.812,41.705
31.092368,0.439,-0.75,0.116,1.391,9.677,10.141,-0.179,0.603,-0.724,,
31.106256,0.383,-0.801,0.078,2.45,5.093,-6.746,-0.174,0.605,-0.733,,
31.120496,0.347,-0.873,0.006,4.034,1.96,-21.324,-0.179,0.611,-0.732,,
31.134384,0.279,-0.935,0.01,3.159,-1.391,-30.327,-0.176,0.607,-0.719,,
31.148688,0.232,-1.017,0.055,3.089,-4.821,-34.09,-0.184,0.605,-0.709,98994.016,41.703
31.162736,0.166,-1.068,0.067,0.569,-6.484,-28.98,-0.191,0.605,-0.724,,
31.180784,0.133,-1.083,0.11,-6.869,-2.993,-13.256,-0.19,0.609,-0.726,,
31.194992,0.115,-1.047,0.138,-8.899,2.266,1.12,-0.193,0.606,-0.73,,
31.209136,0.213,-1.006,0.124,-5.294,3.929,9.59,-0.193,0.605,-0.73,,
31.223344,0.26,-0.949,0.116,2.38,3.736,11.76,-0.189,0.608,-0.732,98999.359,41.711
31.237424,0.269,-0.927,0.09,7.017,4.025,9.039,-0.19,0.611,-0.731,,
31.251472,0.283,-0.927,0.058,8.733,3.29,4.148,-0.189,0.608,-0.726,,
31.265616,0.266,-0.933,0.041,6.44,1.873,-0.254,-0.19,0.605,-0.728,,
31.282704,0.22,-0.977,0.056,0.516,0.718,-2.861,-0.192,0.61,-0.727,,
31.296912,0.217,-0.984,0.079,-3.273,0.91,-1.173,-0.186,0.609,-0.722,99000.781,41.712
31.310992,0.229,-0.988,0.101,-3.115,1.601,0.709,-0.185,0.607,-0.728,,
31.32488,0.228,-0.972,0.095,0.324,2.257,1.724,-0.189,0.608,-0.725,,
31.33912,0.252,-0.961,0.087,3.553,2.056,1.794,-0.189,0.61,-0.728,,
31.353136,0.236,-0.963,0.067,3.85,1.61,0.945,-0.19,0.608,-0.722,,
31.367312,0.239,-0.966,0.073,1.251,1.977,0.788,-0.194,0.606,-0.725,99000.469,41.716
31.385552,0.225,-0.972,0.084,-0.516,1.645,0.709,-0.188,0.605,-0.729,,
31.399536,0.236,-0.971,0.091,0.56,1.776,0.962,-0.188,0.606,-0.717,,
31.413744,0.231,-0.968,0.088,1.645,2.144,0.919,-0.192,0.606,-0.726,,
31.427888,0.229,-0.973,0.078,2.433,1.864,1.015,-0.188,0.603,-0.731,,
31.442096,0.244,-0.966,0.078,0.945,1.96,0.971,-0.19,0.604,-0.724,98989.578,41.71
31.456208,0.234,-0.966,0.07,0.779,1.794,1.015,-0.192,0.606,-0.725,,
31.470256,0.237,-0.962,0.085,1.146,1.803,0.822,-0.189,0.612,-0.721,,
31.487248,0.228,-0.968,0.084,1.409,1.768,0.901,-0.19,0.607,-0.73,,
31.501264,0.227,-0.975,0.076,1.129,1.715,1.015,-0.19,0.606,-0.731,,
31.515344,0.229,-0.97,0.078,0.98,1.908,0.971,-0.188,0.606,-0.721,98988.937,41.718
31.529264,0.234,-0.971,0.083,1.452,1.706,0.691,-0.19,0.602,-0.73,,
31.543152,0.23,-0.974,0.088,1.199,1.794,0.945,-0.187,0.606,-0.728,,
31.55736,0.241,-0.976,0.086,1.234,1.89,0.919,-0.192,0.602,-0.728,,
31.571248,0.234,-0.967,0.083,1.199,1.803,0.962,-0.191,0.608,-0.727,,
31.589552,0.23,-0.966,0.08,1.173,1.636,0.805,-0.188,0.608,-0.723,98982.531,41.716
31.6036,0.241,-0.986,0.078,0.91,1.768,1.146,-0.187,0.61,-0.726,,
31.61752,0.236,-0.961,0.08,1.286,1.942,0.77,-0.187,0.606,-0.722,,
31.631696,0.225,-0.965,0.078,1.006,1.61,1.129,-0.191,0.606,-0.723,,
31.645808,0.238,-0.972,0.074,1.61,1.732,0.954,-0.19,0.609,-0.728,,
31.659984,0.239,-0.971,0.081,1.234,1.811,1.05,-0.191,0.603,-0.727,99006.125,41.721
31.674096,0.222,-0.97,0.085,1.286,1.768,0.849,-0.189,0.604,-0.73,,
31.68664,0.229,-0.961,0.074,1.138,1.706,0.77,-0.187,0.606,-0.729,,
31.70072,0.238,-0.971,0.083,1.286,1.96,1.059,-0.188,0.602,-0.728,,
31.714736,0.235,-0.968,0.076,1.173,1.663,0.954,-0.188,0.607,-0.73,,
31.728816,0.24,-0.966,0.083,1.216,1.592,0.884,-0.187,0.607,-0.726,98982.109,41.726
31.742896,0.236,-0.966,0.081,1.47,1.724,0.971,-0.186,0.606,-0.722,,
31.756816,0.236,-0.963,0.08,1.4,1.846,0.971,-0.188,0.606,-0.723,,
31.771056,0.226,-0.971,0.081,1.365,1.715,1.094,-0.187,0.606,-0.726,,
31.78376,0.236,-0.971,0.081,1.05,1.601,1.067,-0.189,0.607,-0.722,,
31.797808,0.232,-0.968,0.078,1.19,1.82,0.84,-0.19,0.606,-0.723,98991.016,41.723
31.81176,0.236,-0.962,0.074,1.181,1.663,0.901,-0.188,0.611,-0.722,,
31.825808,0.234,-0.963,0.078,1.138,1.61,0.901,-0.191,0.604,-0.719,,
31.839888,0.231,-0.969,0.08,1.216,1.794,0.831,-0.191,0.603,-0.721,,
31.853936,0.226,-0.968,0.084,1.312,1.942,0.98,-0.19,0.601,-0.723,,
31.868016,0.236,-0.973,0.086,1.269,1.636,0.919,-0.19,0.603,-0.722,98986.375,41.729
31.880688,0.231,-0.963,0.08,1.164,1.759,1.085,-0.191,0.602,-0.724,,
31.89464,0.235,-0.972,0.081,1.216,1.768,0.98,-0.191,0.6,-0.731,,
31.908848,0.235,-0.969,0.083,1.33,1.942,0.788,-0.192,0.608,-0.726,,
31.922896,0.23,-0.968,0.072,1.365,1.636,1.024,-0.19,0.606,-0.726,,
31.937104,0.236,-0.966,0.09,1.216,1.715,0.884,-0.193,0.601,-0.719,99010.422,41.735
31.951056,0.232,-0.967,0.086,1.286,1.82,1.05,-0.19,0.602,-0.724,,
31.968048,0.239,-0.969,0.081,1.234,1.75,0.84,-0.19,0.602,-0.731,,
31.982096,0.231,-0.967,0.081,1.269,1.715,0.954,-0.19,0.603,-0.723,,
31.996112,0.234,-0.963,0.085,1.207,1.855,0.91,-0.193,0.603,-0.727,,
32.01032,0.229,-0.957,0.078,1.251,1.724,0.971,-0.199,0.607,-0.728,98991.391,41.741
32.024272,0.237,-0.963,0.089,1.383,1.75,0.936,-0.192,0.608,-0.729,,
32.03816,0.24,-0.965,0.078,1.155,1.566,1.033,-0.198,0.602,-0.725,,
32.052304,0.237,-0.966,0.077,1.278,1.916,1.251,-0.194,0.605,-0.72,,
32.070384,0.236,-0.97,0.081,1.321,1.811,1.024,-0.193,0.599,-0.73,,
32.08456,0.233,-0.968,0.078,1.12,1.741,1.024,-0.195,0.602,-0.722,98985.422,41.741
32.109968,0.239,-0.962,0.083,1.199,1.785,0.945,-0.191,0.605,-0.726,,
32.124176,0.239,-0.97,0.074,1.146,1.96,0.928,-0.193,0.606,-0.722,,
32.138448,0.239,-0.976,0.082,1.059,1.855,0.936,-0.188,0.604,-0.736,,
32.152592,0.237,-0.973,0.075,1.059,1.645,1.006,-0.194,0.606,-0.731,,
32.166896,0.236,-0.965,0.079,1.006,1.724,0.98,-0.188,0.605,-0.73,98994.469,41.744
32.18408,0.227,-0.977,0.089,1.391,1.741,0.919,-0.188,0.602,-0.731,,
32.198032,0.231,-0.971,0.076,1.225,1.811,0.945,-0.192,0.608,-0.728,,
32.212272,0.234,-0.972,0.081,1.19,1.776,0.945,-0.193,0.606,-0.723,,
32.226352,0.226,-0.972,0.079,0.989,1.61,0.796,-0.189,0.606,-0.719,,
32.240624,0.234,-0.967,0.073,1.216,1.663,0.954,-0.192,0.601,-0.718,98995.219,41.742
32.254736,0.234,-0.973,0.081,1.418,1.645,0.954,-0.189,0.605,-0.732,,
32.268848,0.238,-0.971,0.077,1.26,1.837,0.998,-0.189,0.602,-0.731,,
32.287216,0.236,-0.966,0.074,1.033,1.654,0.866,-0.188,0.606,-0.728,,
32.301392,0.239,-0.968,0.082,1.26,1.873,0.77,-0.19,0.606,-0.725,,
32.315664,0.239,-0.971,0.085,0.901,1.732,0.945,-0.19,0.606,-0.719,99002.297,41.748
32.32984,0.236,-0.962,0.088,1.199,1.768,0.884,-0.187,0.608,-0.723,,
32.343888,0.238,-0.96,0.078,1.242,1.706,0.928,-0.187,0.599,-0.722,,
32.358224,0.238,-0.966,0.082,1.102,1.768,1.024,-0.188,0.603,-0.725,,
32.372272,0.234,-0.967,0.086,1.199,1.873,1.129,-0.192,0.603,-0.729,,
32.389424,0.232,-0.963,0.087,1.505,1.47,0.954,-0.189,0.605,-0.722,99001.312,41.749
32.403536,0.234,-0.965,0.084,1.312,1.671,0.884,-0.189,0.603,-0.728,,
32.417648,0.234,-0.967,0.09,1.207,1.811,0.814,-0.188,0.602,-0.73,,
32.431888,0.236,-0.97,0.084,1.269,1.636,0.84,-0.191,0.607,-0.724,,
32.445968,0.233,-0.97,0.075,1.374,1.768,1.033,-0.191,0.604,-0.714,,
32.460176,0.234,-0.967,0.078,1.085,1.864,0.936,-0.19,0.601,-0.723,98990.156,41.758
32.47432,0.239,-0.972,0.074,1.33,1.846,1.006,-0.191,0.603,-0.726,,
32.492592,0.228,-0.971,0.067,1.033,1.811,0.936,-0.189,0.601,-0.719,,
32.506864,0.226,-0.968,0.083,1.452,1.785,0.892,-0.189,0.604,-0.719,,
32.520976,0.234,-0.966,0.084,1.111,1.768,0.962,-0.192,0.605,-0.725,,
32.53528,0.241,-0.967,0.085,1.094,1.776,1.085,-0.191,0.606,-0.718,99003.406,41.753
32.549456,0.227,-0.971,0.078,1.321,1.829,0.971,-0.196,0.603,-0.718,,
32.563568,0.233,-0.968,0.076,1.339,1.759,1.102,-0.193,0.604,-0.722,,
32.57784,0.242,-0.968,0.087,1.4,1.908,1.059,-0.193,0.606,-0.727,,
32.594928,0.235,-0.97,0.077,1.312,1.803,0.849,-0.193,0.602,-0.724,,
32.609264,0.232,-0.969,0.083,1.207,1.916,0.822,-0.193,0.603,-0.721,98999.828,41.764
32.623344,0.236,-0.965,0.083,0.98,1.846,0.98,-0.193,0.607,-0.731,,
32.637456,0.226,-0.97,0.079,0.901,1.496,0.84,-0.189,0.61,-0.721,,
32.651664,0.241,-0.966,0.077,1.339,1.689,0.919,-0.191,0.606,-0.72,,
32.665808,0.226,-0.971,0.086,1.129,1.697,0.936,-0.191,0.606,-0.715,,
32.680048,0.238,-0.966,0.078,1.05,1.873,0.875,-0.195,0.606,-0.722,98997.672,41.765
32.69832,0.239,-0.971,0.083,1.374,1.864,0.998,-0.191,0.61,-0.719,,
32.7124,0.234,-0.968,0.086,1.295,1.768,0.892,-0.19,0.602,-0.715,,
32.72664,0.237,-0.968,0.08,1.164,1.873,1.006,-0.191,0.605,-0.72,,
32.740784,0.243,-0.965,0.083,1.207,1.811,1.015,-0.192,0.606,-0.728,,
32.755056,0.235,-0.964,0.083,1.347,1.619,0.998,-0.191,0.603,-0.723,98998.203,41.762
32.769232,0.238,-0.971,0.085,1.155,1.803,0.796,-0.194,0.6,-0.721,,
32.78328,0.24,-0.972,0.088,1.251,1.75,0.788,-0.194,0.605,-0.722,,
32.800528,0.233,-0.973,0.078,1.12,1.636,0.84,-0.191,0.604,-0.726,,
32.81464,0.23,-0.974,0.083,1.435,1.636,1.094,-0.194,0.602,-0.722,,
32.82888,0.23,-0.971,0.079,1.339,1.96,0.962,-0.19,0.602,-0.725,98996.594,41.771
32.843024,0.235,-0.973,0.082,1.312,1.715,1.067,-0.188,0.602,-0.733,,
32.857104,0.227,-0.965,0.084,1.304,1.811,0.936,-0.19,0.606,-0.726,,
32.871344,0.223,-0.968,0.074,1.251,1.706,0.954,-0.19,0.603,-0.719,,
32.885392,0.232,-0.965,0.082,1.418,1.654,0.892,-0.189,0.605,-0.717,,
