t,relPosX,relPosY,relPosZ,lat,lon,worldVelX,worldVelY,worldVelZ,worldAccX,worldAccY,worldAccZ,qW,qX,qY,qZ,bodyAccX,bodyAccY,bodyAccZ,bodyGyrX,bodyGyrY,bodyGyrZ
0.029,0.011774317,0.011784743,0.187574006,28.61000011,-80.59999988,1.076409049,1.076963551,17.2748141,52.04058035,52.04058035,841.2117817,0.999048222,-0.030843565,0.030843565,0,7.11E-15,-1.78E-14,844.4250741,0,0,0
0.031,0.014033093,0.014044628,0.223836392,28.61000013,-80.59999986,1.182601644,1.183156146,18.99136802,52.74412508,52.74412508,852.5842551,0.999048222,-0.030843565,0.030843565,0,1.07E-14,-1.78E-14,855.8409884,0,0,0
0.032,0.015242478,0.015254567,0.243260696,28.61000014,-80.59999984,1.236226559,1.236781062,19.85818984,53.44862978,53.44862978,863.9722459,0.999048222,-0.030843565,0.030843565,0,1.07E-14,-7.11E-15,867.2724796,0,0,0
0.0335,0.017156896,0.017169817,0.274019122,28.61000015,-80.59999982,1.31603258,1.316587082,21.14821705,53.80124119,53.80124119,869.6720455,0.999048222,-0.030843565,0.030843565,0,0,-2.13E-14,872.9940515,0,0,0
0.036,0.020609296,0.020623604,0.329513478,28.61000019,-80.59999979,1.445056922,1.445611425,23.23383555,52.60655147,52.60655147,850.3604417,0.999048222,-0.030843565,0.030843565,0,1.42E-14,-1.07E-14,853.6086804,0,0,0
0.038,0.023600932,0.023616349,0.377622204,28.61000021,-80.59999976,1.546727581,1.547282083,24.87729447,50.61227028,50.61227028,818.1238136,0.999048222,-0.030843565,0.030843565,0,1.42E-14,-7.11E-15,821.2489137,0,0,0
0.04,0.026796802,0.026813327,0.429032279,28.61000024,-80.59999973,1.649291224,1.649845726,26.53518806,51.05848206,51.05848206,825.3366196,0.999048222,-0.030843565,0.030843565,0,0,-2.13E-14,828.4892714,0,0,0
0.042,0.030198693,0.030216327,0.483772591,28.61000027,-80.59999969,1.752748971,1.753303473,28.20753443,51.50525427,51.50525427,832.5584846,0.999048222,-0.030843565,0.030843565,0,1.07E-14,-7.11E-15,835.7387228,0,0,0
0.044,0.033808395,0.033827138,0.541872064,28.6100003,-80.59999965,1.857101936,1.857656439,29.89435159,51.95258523,51.95258523,839.7893816,0.999048222,-0.030843565,0.030843565,0,1.07E-14,-1.07E-14,842.9972406,0,0,0
0.046,0.037627618,0.03764747,0.603358357,28.61000034,-80.59999961,1.962230594,1.962785097,31.59370746,52.40047325,52.40047325,847.0292832,0.999048222,-0.030843565,0.030843565,0,7.11E-15,-1.07E-14,850.2647974,0,0,0
0.048,0.041657754,0.041678716,0.668253962,28.61000037,-80.59999957,2.068015204,2.068569706,33.30366649,52.72825079,52.72825079,852.3276546,0.999048222,-0.030843565,0.030843565,0,1.07E-14,-1.42E-14,855.5834077,0,0,0
0.05,0.045900117,0.045922187,0.7365801,28.61000041,-80.59999953,2.174456558,2.17501106,35.02424147,53.05642494,53.05642494,857.6324372,0.999048222,-0.030843565,0.030843565,0,7.11E-15,-1.07E-14,860.9084538,0,0,0
0.052,0.050356019,0.050379198,0.808358014,28.61000045,-80.59999948,2.281555446,2.282109948,36.7554452,53.3849944,53.3849944,862.9436097,0.999048222,-0.030843565,0.030843565,0,3.55E-15,-1.42E-14,866.2399141,0,0,0
0.054,0.055026777,0.055051066,0.883608975,28.6100005,-80.59999944,2.389312658,2.38986716,38.49729041,53.71395957,53.71395957,868.2611787,0.999048222,-0.030843565,0.030843565,0,1.42E-14,-1.42E-14,871.5777953,0,0,0
0.056,0.059913709,0.059939106,0.962354279,28.61000054,-80.59999939,2.497728976,2.498283479,40.24978979,54.04331738,54.04331738,873.5850946,0.999048222,-0.030843565,0.030843565,0,1.07E-14,-1.07E-14,876.9220477,0,0,0
0.058,0.065018133,0.06504464,1.044615245,28.61000058,-80.59999933,2.606805183,2.607359686,42.01295595,54.37306644,54.37306644,878.9153348,0.999048222,-0.030843565,0.030843565,0,1.07E-14,-1.42E-14,882.2726486,0,0,0
0.06,0.07034137,0.070368986,1.130413222,28.61000063,-80.59999928,2.716542057,2.717096559,43.78680148,54.70320533,54.70320533,884.2518763,0.999048222,-0.030843565,0.030843565,0,7.11E-15,-1.42E-14,887.6295748,0,0,0
0.062,0.075884742,0.075913467,1.219769579,28.61000068,-80.59999922,2.826940371,2.827494874,45.57133891,55.03373259,55.03373259,889.5946958,0.999048222,-0.030843565,0.030843565,0,3.55E-15,-2.49E-14,892.992803,0,0,0
0.063,0.078739393,0.078768672,1.265788836,28.61000071,-80.59999919,2.882387811,2.882942313,46.46762098,55.36464675,55.36464675,894.9437693,0.999048222,-0.030843565,0.030843565,0,1.78E-14,-1.07E-14,898.3623091,0,0,0
0.0645,0.083125507,0.083155618,1.336501078,28.61000075,-80.59999915,2.965805363,2.966359865,47.81602692,55.53024844,55.53024844,897.6206437,0.999048222,-0.030843565,0.030843565,0,1.07E-14,-1.78E-14,901.0494087,0,0,0
0.0665,0.089168649,0.089199869,1.433935983,28.6100008,-80.59999909,3.077409106,3.077963608,49.62004952,55.69317487,55.69317487,900.2542736,0.999048222,-0.030843565,0.030843565,0,1.07E-14,-1.78E-14,903.6930986,0,0,0
0.0685,0.095435433,0.095467762,1.534985965,28.61000086,-80.59999902,3.18944793,3.190002432,51.43110502,55.91060488,55.91060488,903.7689286,0.999048222,-0.030843565,0.030843565,0,7.11E-15,-1.07E-14,907.2211791,0,0,0
0.0705,0.101926731,0.101960169,1.639665097,28.61000092,-80.59999896,3.301922278,3.30247678,53.24920055,56.12825642,56.12825642,907.2871646,0.999048222,-0.030843565,0.030843565,0,1.07E-14,-1.42E-14,910.7528542,0,0,0
0.0725,0.108643413,0.10867796,1.747987465,28.61000098,-80.59999889,3.414832589,3.415387092,55.07434323,56.34612831,56.34612831,910.8089624,0.999048222,-0.030843565,0.030843565,0,7.11E-15,-1.42E-14,914.2881046,0,0,0
0.0745,0.115586352,0.115622008,1.859967172,28.61000104,-80.59999882,3.528179301,3.528733803,56.90654011,56.56421932,56.56421932,914.3343022,0.999048222,-0.030843565,0.030843565,0,1.07E-14,-1.42E-14,917.8269107,0,0,0
0.0765,0.122756422,0.122793186,1.975618333,28.6100011,-80.59999874,3.641962847,3.642517349,58.74579822,56.78252822,56.78252822,917.863164,0.999048222,-0.030843565,0.030843565,0,3.55E-15,-2.13E-14,921.3692521,0,0,0
0.0785,0.130154495,0.130192369,2.094955077,28.61000117,-80.59999867,3.756183659,3.756738161,60.59212454,57.00105373,57.00105373,921.3955273,0.999048222,-0.030843565,0.030843565,0,7.11E-15,-2.13E-14,924.9151085,0,0,0
0.0805,0.137781448,0.137820431,2.217991548,28.61000124,-80.59999859,3.870842167,3.87139667,62.44552601,57.21979457,57.21979457,924.9313712,0.999048222,-0.030843565,0.030843565,0,1.07E-14,-1.78E-14,928.4644588,0,0,0
0.082,0.143652392,0.143692206,2.312705363,28.61000129,-80.59999853,3.957123543,3.957678046,63.84022433,57.43874941,57.43874941,928.4706744,0.999048222,-0.030843565,0.030843565,0,1.07E-14,-1.42E-14,932.0172815,0,0,0
0.084,0.151681949,0.151722873,2.442249751,28.61000136,-80.59999845,4.072486148,4.073040651,65.70500719,57.60310517,57.60310517,931.1274088,0.999048222,-0.030843565,0.030843565,0,7.11E-15,-2.13E-14,934.6841642,0,0,0
0.086,0.159942545,0.159984577,2.575528764,28.61000144,-80.59999836,4.1881617,4.188716202,67.5748487,57.75951949,57.75951949,933.6557735,0.999048222,-0.030843565,0.030843565,0,1.07E-14,-1.78E-14,937.2221868,0,0,0
0.088,0.168434805,0.168477946,2.712552521,28.61000152,-80.59999827,4.304150434,4.304704937,69.44975265,57.91605204,57.91605204,936.1860494,0.999048222,-0.030843565,0.030843565,0,1.42E-14,-1.42E-14,939.762128,0,0,0
0.09,0.177159355,0.177203606,2.853331152,28.61000159,-80.59999819,4.420452584,4.421007086,71.32972281,58.07270163,58.07270163,938.7182172,0.999048222,-0.030843565,0.030843565,0,1.42E-14,-1.42E-14,942.3039683,0,0,0
0.092,0.186116824,0.186162184,2.997874792,28.61000167,-80.59999809,4.537068379,4.537622881,73.21476291,58.22946706,58.22946706,941.2522575,0.999048222,-0.030843565,0.030843565,0,1.78E-14,-1.07E-14,944.8476882,0,0,0
0.094,0.195307838,0.195354307,3.146193586,28.61000176,-80.599998,4.653998048,4.65455255,75.10487663,58.38634709,58.38634709,943.7881503,0.999048222,-0.030843565,0.030843565,0,7.11E-15,-1.78E-14,947.3932677,0,0,0
0.097,0.209532093,0.209584467,3.375772324,28.61000188,-80.59999785,4.828942562,4.832338084,77.94952104,58.21178879,59.14446406,946.3091983,0.999048135,-0.030843569,0.030846359,-8.61E-08,-0.331036805,0.601638457,949.9406861,0,0,0
0.1015,0.23185494,0.231932392,3.736184455,28.61000209,-80.59999762,5.092572901,5.100337808,82.23794131,58.41980052,59.37925472,950.1209671,0.999047669,-0.030843612,0.030861412,-5.50E-07,-0.36411612,0.600665263,953.7652373,-6.67E-06,0.003756824,0
0.10825,0.267572336,0.267724459,4.313131169,28.61000241,-80.59999726,5.490980496,5.505314998,88.71890704,58.75318697,59.73181974,955.8448305,0.999046158,-0.030843824,0.030910074,-2.05E-06,-0.413734519,0.599088607,959.5095816,-3.25E-05,0.009699051,0
0.112,0.288581279,0.288793795,4.652619525,28.6100026,-80.59999704,5.714000195,5.731848822,92.34453931,59.30501662,60.26161153,964.4438463,0.999044867,-0.030844057,0.030951528,-3.32E-06,-0.488528605,0.596468268,968.1424922,-1.01E-04,0.019308645,0
0.117625,0.321668564,0.321995436,5.187422976,28.6100029,-80.5999967,6.050820333,6.073529002,97.81347763,59.64271364,60.55649226,969.2274234,0.999042284,-0.030844587,0.03103429,-5.86E-06,-0.528220171,0.594883188,972.9468163,-1.46E-04,0.024991747,0
0.1260625,0.374872041,0.375416338,6.047548014,28.61000338,-80.59999616,6.561550771,6.589993383,106.0808006,60.12494446,60.92992366,975.2847543,0.999036837,-0.030845911,0.031207831,-1.12E-05,-0.584445568,0.592338049,979.0337706,-2.32E-04,0.034011911,0
0.1360625,0.443554399,0.44440197,7.157754668,28.610004,-80.59999546,7.176900057,7.208246447,115.9785058,60.96059478,61.4914818,984.3783139,0.999027709,-0.030848538,0.031496099,-2.00E-05,-0.658676331,0.588176003,988.17877,-4.07E-04,0.048528469,0
0.138,0.457576449,0.458484699,7.384332207,28.61000412,-80.59999531,7.297557061,7.328806477,117.9086604,62.14695816,62.15962951,995.1637261,0.99902558,-0.030849204,0.031562897,-2.20E-05,-0.72498686,0.582792781,999.0375571,-6.61E-04,0.067143106,0
0.14090625,0.479049007,0.48004731,7.731219168,28.61000432,-80.59999509,7.479429285,7.510051766,120.8104076,62.40373157,62.28945191,997.253943,0.999022157,-0.030850317,0.031669974,-2.53E-05,-0.734395855,0.581704336,1001.143721,-7.16E-04,0.070904927,0
0.145265625,0.512252761,0.513380446,8.267387124,28.61000462,-80.59999475,7.754250363,7.782732751,125.1760636,62.75909857,62.43851632,999.6471338,0.999016491,-0.03085227,0.031846317,-3.07E-05,-0.746082333,0.580051311,1003.559052,-8.14E-04,0.076633972,0
0.151804688,0.564318882,0.565614328,9.107408338,28.61000509,-80.59999422,8.171429855,8.19358931,131.7538421,63.33174607,62.66255952,1003.233824,0.999006748,-0.030855996,0.032146904,-3.99E-05,-0.757552137,0.577539778,1007.181565,-9.92E-04,0.085359474,0
0.161613281,0.647586625,0.649020639,10.44837548,28.61000584,-80.59999337,8.809783923,8.814026124,141.686288,64.28254376,62.99998335,1008.605976,0.9989892,-0.030863616,0.032680457,-5.61E-05,-0.760545423,0.573766953,1012.613623,-0.001306564,0.09872739,0
0.169,0.714473123,0.715863543,11.522763,28.61000644,-80.59999268,9.301899456,9.284581882,149.2182379,65.92488636,63.50974581,1016.643186,0.998973569,-0.030871046,0.033147873,-7.03E-05,-0.729207043,0.568285286,1020.755647,-0.001813535,0.119062062,0
0.179,0.810897264,0.811915499,13.06625552,28.6100073,-80.59999169,9.98683911,9.92694343,159.4978926,67.34543502,63.89671989,1022.675932,0.99894902,-0.0308838,0.033867947,-9.21E-05,-0.667340455,0.564450646,1026.880469,-0.00225135,0.134264619,0
0.189,0.914293359,0.914425223,14.71307304,28.61000822,-80.59999063,10.69679824,10.57614861,169.8832006,69.69394989,64.57704738,1033.251831,0.99892064,-0.03089997,0.034680454,-1.17E-04,-0.521712047,0.560031152,1037.610814,-0.00290447,0.15379079,0
0.199,1.02492667,1.023461597,16.46427086,28.6100092,-80.5999895,11.43475598,11.23229286,180.3739058,72.34808291,65.26575197,1043.805495,0.99888873,-0.030920359,0.035569864,-1.43E-04,-0.294670981,0.556984093,1048.343158,-0.003656153,0.17104541,6.88E-09
0.203,1.071271295,1.068919244,17.19421233,28.61000961,-80.59998903,11.73838374,11.49671915,184.5996308,75.28868786,65.96515606,1054.330283,0.998875111,-0.030929793,0.035942138,-1.55E-04,0.022097947,0.556141298,1059.071208,-0.004572639,0.184315353,6.71E-09
0.209,1.143089939,1.139094046,18.32089267,28.61001024,-80.59998829,12.20297891,11.89521947,190.9653102,76.5300046,66.24830306,1058.531361,0.99885393,-0.030945311,0.036512798,-1.72E-04,0.168470206,0.556616454,1063.359762,-0.004922879,0.188219881,6.71E-09
0.218,1.256127679,1.248854659,20.08274387,28.61001123,-80.59998713,12.92075549,12.49679672,200.5679834,78.34635187,66.58586079,1063.358427,0.998820966,-0.030971455,0.037381909,-1.98E-04,0.412045195,0.558339815,1068.317598,-0.005496229,0.192225123,6.72E-09
0.228,1.389447666,1.377187213,22.14208448,28.61001239,-80.59998577,13.74858504,13.17067916,211.3133871,81.17629095,67.0992999,1070.561405,0.99878382,-0.031004188,0.038334982,-2.26E-04,0.835759875,0.563336229,1075.728875,-0.006158139,0.193429609,6.95E-09
0.235,1.487773782,1.471043464,23.64774689,28.61001323,-80.59998476,14.34719181,13.64587267,218.8823243,84.39443854,67.67931008,1078.509459,0.998758452,-0.031029153,0.038970323,-2.45E-04,1.381342349,0.572706758,1083.920351,-0.006956899,0.186677608,5.74E-09
0.245,1.635625145,1.610913714,25.89085638,28.61001449,-80.59998324,15.22773913,14.32887342,229.7479734,86.62782038,68.09118149,1084.039596,0.998724929,-0.031066779,0.039790686,-2.69E-04,1.797339945,0.582091947,1089.623359,-0.007366726,0.175898084,5.04E-09
0.255,1.792417191,1.757635005,28.24287311,28.61001581,-80.59998164,16.13472489,15.01608603,240.6636539,89.43745166,68.51014749,1089.077991,0.998696924,-0.03110599,0.040457233,-2.88E-04,2.406439454,0.599488955,1094.886943,-0.007761134,0.150773561,0
0.264,1.941376266,1.895576698,30.45321455,28.61001705,-80.59998011,16.96985287,15.63818627,250.529953,91.88617983,68.93294161,1094.045112,0.998678693,-0.03114053,0.040878426,-3.00E-04,2.983096931,0.621600988,1100.054654,-0.007906667,0.114234555,-1.13E-08
0.274,2.115778757,2.055431162,33.01352158,28.61001848,-80.59997833,17.91261028,16.33341095,261.5398847,93.60713753,69.31044698,1098.458144,0.998668412,-0.031175633,0.041102183,-3.05E-04,3.409012342,0.644066116,1104.610561,-0.007423733,0.071854497,-1.98E-08
0.284,2.299653151,2.222258635,35.68417967,28.61001999,-80.59997644,18.86265032,17.03275205,272.6000466,94.79982573,69.73180184,1103.515116,0.998670233,-0.031204636,0.041035891,-3.02E-04,3.686315732,0.669452262,1109.766239,-0.006587758,0.016485507,-6.85E-09
0.29,2.414538148,2.32571885,37.33975067,28.61002092,-80.59997527,19.4319838,17.45420891,279.259888,95.03923187,70.13068808,1108.502575,0.998677334,-0.031217935,0.040852614,-2.96E-04,3.662315727,0.691704837,1114.771204,-0.004958388,-0.04336707,2.13E-08
0.299,2.59324409,2.485658833,39.89813877,28.61002235,-80.59997343,20.27834886,18.08830811,289.2747201,94.67435447,70.35304253,1111.439059,0.998695797,-0.031231582,0.040388286,-2.81E-04,3.467578078,0.701603093,1117.67484,-0.003910584,-0.078727843,1.87E-08
0.309,2.800654455,2.670072588,42.84663368,28.61002401,-80.59997131,21.19979993,18.79471684,300.4286631,93.26602661,70.55210211,1114.052301,0.998724996,-0.031236589,0.039655925,-2.58E-04,2.89177099,0.709713698,1120.169547,-0.002188797,-0.126262143,9.10E-09
0.317,2.973136686,2.822694359,45.28581815,28.61002539,-80.59996954,21.91761867,19.36086565,309.3702926,90.89323991,70.71895602,1116.693883,0.998752256,-0.03123211,0.038967042,-2.36E-04,1.959605559,0.705240097,1122.614646,2.84E-04,-0.164041815,9.45E-09
0.327,3.196685437,3.019845847,48.43550909,28.61002716,-80.59996725,22.7869222,20.06960875,320.5724849,88.51799122,70.82014779,1118.825251,0.998786455,-0.031219374,0.03809101,-2.09E-04,0.974057526,0.688338756,1124.553,0.001884431,-0.177861291,1.49E-08
0.337,3.428770647,3.224088805,51.69735033,28.61002899,-80.59996488,23.62547794,20.77904397,331.7992795,85.34051828,70.92197015,1121.582742,0.998814905,-0.031201399,0.037352684,-1.87E-04,-0.431552675,0.653301549,1127.05819,0.003157139,-0.167507272,7.36E-09
0.347,3.669112075,3.435425923,55.07153404,28.6100309,-80.59996241,24.4398499,21.48829233,343.0383425,82.48559828,70.95845465,1123.697756,0.998831655,-0.031185878,0.036915258,-1.74E-04,-1.770133539,0.6043461,1128.951781,0.003754204,-0.122735962,3.06E-08
0.355157581,3.87115904,3.613077443,57.90731133,28.61003249,-80.59996034,25.095818,22.06665317,352.2121432,80.63896113,70.90314377,1124.231299,0.998833715,-0.031179205,0.03686512,-1.72E-04,-2.662106887,0.554771251,1129.344286,0.002344541,-0.048477055,2.66E-08
0.362738337,4.063720018,3.782396852,60.60967684,28.61003402,-80.59995837,25.7079956,22.60425149,360.7430601,80.37210506,70.89973236,1124.92431,0.998825395,-0.031179558,0.037089529,-1.79E-04,-2.865882119,0.523823304,1130.014453,7.36E-04,0.024700517,4.66E-08
0.371010088,4.279176875,3.97180156,63.63218043,28.61003572,-80.59995616,26.38990557,23.19144314,370.0598657,81.34230148,70.94187317,1125.799063,0.99880589,-0.031189103,0.037603136,-1.95E-04,-2.471034538,0.508601184,1130.958215,-9.91E-04,0.092833697,6.40E-08
0.372010088,4.305608715,3.995028527,64.00280378,28.61003593,-80.59995589,26.47383434,23.26249513,371.1868529,83.74473809,71.04399136,1126.917793,0.998802926,-0.031190934,0.037680261,-1.97E-04,-1.322800678,0.51427095,1132.255328,-0.003589904,0.15179062,5.37E-08
0.373510088,4.345414317,4.030002227,64.56085216,28.61003624,-80.59995549,26.60045204,23.36911427,372.8777589,84.11525118,71.06011555,1127.057173,0.99879829,-0.031193864,0.037800511,-2.01E-04,-1.138730802,0.516768044,1132.422723,-0.003790588,0.156978424,5.37E-08
0.375760088,4.405480557,4.082762757,65.40268164,28.61003672,-80.59995487,26.79211687,23.52915788,375.4153677,84.71381526,71.09931599,1127.489789,0.998790969,-0.031198715,0.03798945,-2.07E-04,-0.847320162,0.521058802,1132.900604,-0.00412435,0.163872464,5.37E-08
0.379135088,4.496394667,4.16257914,66.67613564,28.61003743,-80.59995394,27.08375779,23.76949582,379.2246025,85.66404734,71.16207194,1128.161626,0.998779385,-0.031207069,0.038285929,-2.16E-04,-0.379593663,0.528858981,1133.644829,-0.004618073,0.171942743,5.36E-08
0.384197588,4.634633334,4.283826098,68.61043651,28.61003853,-80.59995252,27.53101413,24.13067666,384.9449738,87.17391162,71.26175422,1129.1626,0.998761546,-0.031221963,0.038736413,-2.29E-04,0.376005097,0.543867525,1134.762208,-0.005412716,0.178698766,5.38E-08
0.391791338,4.846311292,4.469130513,71.56623793,28.61004019,-80.59995035,28.22360876,24.67413015,393.5408568,89.52155815,71.42901576,1130.736813,0.998737147,-0.03124718,0.039340359,-2.47E-04,1.570704462,0.573922828,1136.520636,-0.006270221,0.174895718,5.37E-08
0.401404124,5.121956348,4.709636293,75.4016714,28.61004235,-80.59994753,29.13011368,25.36517141,404.4504495,92.79091213,71.70539396,1133.221863,0.998718091,-0.031277633,0.039797188,-2.60E-04,3.259382176,0.630465168,1139.268444,-0.00691985,0.13776883,6.98E-08
0.406,5.256845048,4.826973156,77.27248557,28.61004341,-80.59994615,29.57010366,25.69676124,409.6783204,95.46449823,72.06731014,1136.641038,0.998715886,-0.031288991,0.039843563,-2.61E-04,4.609456638,0.702979815,1142.907816,-0.005599752,0.04662948,9.19E-08
0.411878779,5.432334442,4.979285832,79.70054436,28.61004478,-80.59994435,30.13164238,26.12084369,416.3600559,95.89638035,72.23078172,1138.405883,0.998720386,-0.031298531,0.039723116,-2.57E-04,4.7929147,0.728921483,1144.708632,-0.004299819,-0.006684421,7.36E-08
0.418339989,5.628989442,5.149560182,82.41439365,28.61004631,-80.59994234,30.73841756,26.58552545,423.6793687,94.95317675,72.04051598,1134.774728,0.998733853,-0.031301705,0.039380627,-2.46E-04,4.417425807,0.746175254,1141.008131,-0.002166051,-0.074304001,4.09E-08
0.42769683,5.920593592,5.401453159,86.42811412,28.61004858,-80.59993935,31.5839097,27.25525188,434.2337088,92.67715677,71.7902347,1130.840636,0.998762857,-0.031294764,0.038643802,-2.23E-04,3.241169954,0.739872828,1136.895943,3.47E-04,-0.134500958,1.49E-08
0.432,6.057310788,5.519397074,88.30710382,28.61004964,-80.59993795,31.95697403,27.56181346,439.0693003,87.87840154,71.35241945,1125.093937,0.998776757,-0.031288851,0.038287754,-2.13E-04,0.578998968,0.687912894,1130.773779,0.002454155,-0.16926099,0
0.438454754,6.265344874,5.698781706,91.16455006,28.61005125,-80.59993582,32.49911519,28.0200772,446.3049073,85.52961303,71.12806292,1122.358168,0.998794252,-0.03127774,0.03783789,-1.99E-04,-0.746862975,0.653226097,1127.85699,0.003104599,-0.159405516,0
0.445976248,6.512100078,5.91153599,94.55306656,28.61005316,-80.59993329,33.11195478,28.55189008,454.7129864,82.59533565,70.86032475,1119.567677,0.998805168,-0.031267032,0.037557595,-1.90E-04,-2.445120768,0.591485366,1124.841602,0.00358781,-0.114406372,-1.98E-08
0.451648884,6.701228341,6.074634488,97.15043135,28.61005463,-80.59993135,33.56892112,28.95152728,461.0368574,80.67891728,70.55445261,1116.149246,0.998804853,-0.031264218,0.037568314,-1.91E-04,-3.467541675,0.52778738,1121.277778,0.001966525,-0.031221737,-3.59E-08
0.457459967,6.897666128,6.244061066,99.8483386,28.61005615,-80.59992934,34.04014002,29.35982874,467.4987959,80.62070852,70.35231708,1113.43904,0.998796992,-0.03126678,0.037774565,-1.97E-04,-3.345741588,0.501776266,1118.563452,-8.03E-05,0.038344449,-2.59E-08
0.459,6.950186188,6.289359361,100.5696186,28.61005656,-80.5999288,34.16641149,29.46787013,469.2084711,81.75498369,70.1765368,1110.54737,0.998793803,-0.031268265,0.037857557,-2.00E-04,-2.458016339,0.498930294,1115.758843,-0.001681746,0.101050895,-2.72E-08
0.461310049,7.029332446,6.357618674,101.6564733,28.61005718,-80.59992799,34.35737057,29.62983532,471.7710128,82.24173483,70.13453588,1109.761938,0.998788311,-0.031271268,0.037999684,-2.04E-04,-2.098577125,0.501770217,1115.010968,-0.002248163,0.114483235,-2.68E-08
0.464775122,7.148885097,6.460708908,103.2978485,28.6100581,-80.59992677,34.64788872,29.87261816,475.6108138,83.10841702,70.09304761,1108.83986,0.998778837,-0.031277165,0.038243012,-2.12E-04,-1.48162991,0.509500663,1114.155925,-0.002922172,0.131283809,-2.60E-08
0.469972732,7.330125195,6.616920913,105.7848378,28.61005951,-80.59992491,35.09398472,30.23649379,481.3616147,84.60804963,70.04083387,1107.460568,0.998763259,-0.031288015,0.038638873,-2.24E-04,-0.423755631,0.527362877,1112.893837,-0.003918595,0.148118668,-2.73E-08
0.477769147,7.606414518,6.854783034,109.5712966,28.61006165,-80.59992208,35.78603368,30.78171595,489.9676932,87.05642136,69.9768348,1105.399508,0.998741941,-0.031305376,0.039172061,-2.40E-04,1.294355848,0.563141595,1111.027299,-0.004470206,0.152624452,-2.76E-08
0.483,7.79484833,7.016753513,112.1493168,28.6100631,-80.59992015,36.26214296,31.14713131,495.7284061,90.29632704,69.8871644,1102.310159,0.998732459,-0.031316785,0.039403979,-2.46E-04,3.580017036,0.621591067,1108.202204,-0.004423157,0.112927524,-3.87E-08
