t,relPosX,relPosY,relPosZ,lat,lon,worldVelX,worldVelY,worldVelZ,worldAccX,worldAccY,worldAccZ,qW,qX,qY,qZ,bodyAccX,bodyAccY,bodyAccZ,bodyGyrX,bodyGyrY,bodyGyrZ
0.03,2.91E-05,9.46E-06,2.41E-05,45,3.70E-10,0.007887387,0.002702682,0.010444403,1.081426681,0.396054604,2.141685058,0.999048222,-0.030843565,0.030843565,0,0.94662689,0.261254814,2.224590132,0,0,0
0.031,3.76E-05,1.24E-05,3.61E-05,45,4.78E-10,0.009040985,0.003158223,0.013653146,1.139156962,0.443650914,2.995327816,0.999048222,-0.030843565,0.030843565,0,0.95154812,0.256042072,3.081475632,0,0,0
0.0325,5.25E-05,1.77E-05,6.10E-05,45,6.67E-10,0.010857815,0.003918333,0.019787799,1.168040574,0.467430037,3.422159712,0.999048222,-0.030843565,0.030843565,0,0.954026559,0.253416022,3.509928825,0,0,0
0.0345,7.68E-05,2.67E-05,1.11E-04,45,9.77E-10,0.013481836,0.005115223,0.031083202,1.254406557,0.546046679,4.757409854,0.999048222,-0.030843565,0.030843565,0,0.957789286,0.249429408,4.850265556,0,0,0
0.0365,1.07E-04,3.83E-05,1.88E-04,45,1.36E-09,0.016336374,0.006521655,0.045940246,1.369626603,0.650837157,6.538052831,0.999048222,-0.030843565,0.030843565,0,0.962852521,0.244063075,6.637691549,0,0,0
0.0385,1.42E-04,5.29E-05,2.97E-04,45,1.81E-09,0.019421595,0.008137541,0.064359636,1.484925591,0.755587136,8.319049519,0.999048222,-0.030843565,0.030843565,0,0.967972827,0.238634372,8.425472276,0,0,0
0.0405,1.84E-04,7.10E-05,4.47E-04,45,2.35E-09,0.022737673,0.009962782,0.086342081,1.600309366,0.860290682,10.10039992,0.999048222,-0.030843565,0.030843565,0,0.973156048,0.233137364,10.21360774,0,0,0
0.0425,2.33E-04,9.29E-05,6.45E-04,45,2.97E-09,0.026284802,0.011997261,0.111888288,1.715785136,0.964940459,11.88210396,0.999048222,-0.030843565,0.030843565,0,0.978409397,0.22756472,12.00209784,0,0,0
0.0445,2.90E-04,1.19E-04,8.97E-04,45,3.68E-09,0.030063193,0.014240844,0.140998962,1.831361488,1.069527711,13.66416144,0.999048222,-0.030843565,0.030843565,0,0.983741473,0.221907696,13.79094239,0,0,0
0.0465,3.54E-04,1.50E-04,0.0012115,45,4.50E-09,0.034073077,0.016693374,0.173674811,1.947048397,1.174042232,15.44657203,0.999048222,-0.030843565,0.030843565,0,0.989162273,0.216156108,15.58014104,0,0,0
0.0485,4.26E-04,1.86E-04,0.001594497,45,5.42E-09,0.038314712,0.019354668,0.209916538,2.062857249,1.278472348,17.22933519,0.999048222,-0.030843565,0.030843565,0,0.994683216,0.210298315,17.36969322,0,0,0
0.0505,5.07E-04,2.28E-04,0.002053544,45,6.45E-09,0.042788444,0.022224454,0.249724845,2.178800844,1.382804891,19.01245015,0.999048222,-0.030843565,0.030843565,0,1.000317151,0.204321197,19.15959816,0,0,0
0.0525,5.97E-04,2.75E-04,0.002595774,45,7.60E-09,0.047495624,0.025301446,0.293100435,2.295086354,1.486831021,20.79591594,0.999048222,-0.030843565,0.030843565,0,1.006271312,0.198015979,20.94985478,0,0,0
0.0545,6.97E-04,3.29E-04,0.003228324,45,8.87E-09,0.052437077,0.028584889,0.340044003,2.412125157,1.590135919,22.57973138,0.999048222,-0.030843565,0.030843565,0,1.012957156,0.190967918,22.7404617,0,0,0
0.0565,8.07E-04,3.90E-04,0.00395833,45,1.03E-08,0.057613215,0.032074436,0.390556243,2.529361662,1.693277898,24.36389453,0.999048222,-0.030843565,0.030843565,0,1.019819208,0.183735444,24.53141714,0,0,0
0.0585,9.28E-04,4.57E-04,0.004792929,45,1.18E-08,0.063024494,0.035769702,0.444637844,2.646814778,1.796237278,26.1484032,0.999048222,-0.030843565,0.030843565,0,1.026876512,0.176299012,26.3227189,0,0,0
0.0605,0.001059609,5.33E-04,0.005739261,45,1.35E-08,0.068671408,0.039670256,0.502289489,2.764504929,1.898992741,27.9332548,0.999048222,-0.030843565,0.030843565,0,1.034149653,0.168637466,28.11436431,0,0,0
0.0625,0.001202795,6.16E-04,0.006804467,45.00000001,1.53E-08,0.074554498,0.04377562,0.563511853,2.882454069,2.001521306,29.71844619,0.999048222,-0.030843565,0.030843565,0,1.041660783,0.16072802,29.9063502,0,0,0
0.0645,0.001357985,7.08E-04,0.007995689,45.00000001,1.73E-08,0.080674355,0.048085264,0.628305605,3.000685697,2.103798305,31.50397371,0.999048222,-0.030843565,0.030843565,0,1.049433626,0.152546234,31.69867285,0,0,0
0.0665,0.001525651,8.09E-04,0.009320071,45.00000001,1.94E-08,0.08703162,0.052598605,0.696671403,3.119224868,2.205797367,33.28983312,0.999048222,-0.030843565,0.030843565,0,1.057493502,0.144066001,33.49132794,0,0,0
0.0685,0.00170627,9.19E-04,0.010784757,45.00000001,2.17E-08,0.09362699,0.057315002,0.768609897,3.238098207,2.307490391,35.07601957,0.999048222,-0.030843565,0.030843565,0,1.065867337,0.13525952,35.28431057,0,0,0
0.0705,0.001900318,0.001038021,0.012396893,45.00000001,2.42E-08,0.100461218,0.06223375,0.844121724,3.357333922,2.40884753,36.86252758,0.999048222,-0.030843565,0.030843565,0,1.07458368,0.126097289,37.07761517,0,0,0
0.0725,0.002108274,0.001167575,0.014163626,45.00000001,2.68E-08,0.107535119,0.067354083,0.923207507,3.476961812,2.509837177,38.64935102,0.999048222,-0.030843565,0.030843565,0,1.083672712,0.116548078,38.87123551,0,0,0
0.0745,0.002330619,0.001307571,0.016092106,45.00000001,2.96E-08,0.114849575,0.072675163,1.005867857,3.597013281,2.610425944,40.43648308,0.999048222,-0.030843565,0.030843565,0,1.093166261,0.106578924,40.66516471,0,0,0
0.0765,0.002567834,0.001458409,0.018189481,45.00000001,3.27E-08,0.122405532,0.078196082,1.092103368,3.717521348,2.710578647,42.22391629,0.999048222,-0.030843565,0.030843565,0,1.103097809,0.096155108,42.45939517,0,0,0
0.0785,0.002820403,0.001620488,0.020462903,45.00000001,3.59E-08,0.130204009,0.083915855,1.181914617,3.838520655,2.810258298,44.0116425,0.999048222,-0.030843565,0.030843565,0,1.113502505,0.085240148,44.25391863,0,0,0
0.0805,0.00308656,0.001794069,0.022919671,45.00000002,3.93E-08,0.135990455,0.089702301,1.275449818,2.837910084,2.837910084,45.87349684,0.999048222,-0.030843565,0.030843565,0,4.44E-16,-8.88E-16,46.04872614,0,0,0
0.0825,0.003364512,0.001979445,0.025567087,45.00000002,4.28E-08,0.141998173,0.095710019,1.372561788,2.948538209,2.948538209,47.66174904,0.999048222,-0.030843565,0.030843565,0,2.22E-16,-8.88E-16,47.84380918,0,0,0
0.0845,0.003654701,0.002177057,0.028412303,45.00000002,4.65E-08,0.148227196,0.101939042,1.473251045,3.059182637,3.059182637,49.45026476,0.999048222,-0.030843565,0.030843565,0,2.22E-16,-1.11E-15,49.63915674,0,0,0
0.0865,0.003957568,0.002387349,0.031462476,45.00000002,5.03E-08,0.154677554,0.1083894,1.577518082,3.169842701,3.169842701,51.23903324,0.999048222,-0.030843565,0.030843565,0,8.88E-16,-6.66E-16,51.43475802,0,0,0
0.0885,0.004273558,0.002610762,0.034724761,45.00000002,5.44E-08,0.161349276,0.115061122,1.685363371,3.280517698,3.280517698,53.0280431,0.999048222,-0.030843565,0.030843565,0,6.66E-16,-1.11E-15,53.23060161,0,0,0
0.0905,0.004603113,0.002847741,0.038206316,45.00000003,5.85E-08,0.16824239,0.121954236,1.796787357,3.39120689,3.39120689,54.81728242,0.999048222,-0.030843565,0.030843565,0,6.66E-16,-4.44E-16,55.02667554,0,0,0
0.092,0.004859447,0.003034643,0.040965682,45.00000003,6.18E-08,0.17355753,0.127269376,1.882704121,3.501909509,3.501909509,56.60673878,0.999048222,-0.030843565,0.030843565,0,6.66E-16,-8.88E-16,56.82296732,0,0,0
0.094,0.005213859,0.003296478,0.044849033,45.00000003,6.63E-08,0.18091711,0.134628956,2.001668313,3.584944805,3.584944805,57.94896572,0.999048222,-0.030843565,0.030843565,0,1.11E-15,-6.66E-16,58.17032136,0,0,0
0.096,0.005583369,0.003573412,0.048976445,45.00000003,7.10E-08,0.188656184,0.14236803,2.126766832,3.774649457,3.774649457,61.01545321,0.999048222,-0.030843565,0.030843565,0,6.66E-16,-1.11E-15,61.24852233,0,0,0
0.098,0.005968737,0.003866203,0.053360191,45.00000003,7.59E-08,0.196774915,0.150486761,2.25800235,3.96443748,3.96443748,64.08328835,0.999048222,-0.030843565,0.030843565,0,1.55E-15,-2.22E-16,64.3280761,0,0,0
0.1,0.006370722,0.004175612,0.058012548,45.00000004,8.10E-08,0.205273467,0.158985313,2.395377492,4.154307457,4.154307457,67.15244823,0.999048222,-0.030843565,0.030843565,0,0,-2.22E-15,67.40895967,0,0,0
0.102,0.006790084,0.004502398,0.062945796,45.00000004,8.64E-08,0.214151999,0.167863845,2.538894834,4.344257892,4.344257892,70.22290868,0.999048222,-0.030843565,0.030843565,0,4.44E-16,-1.78E-15,70.49114878,0,0,0
0.104,0.007227583,0.004847321,0.068172224,45.00000004,9.19E-08,0.223410667,0.177122513,2.6885569,4.534287187,4.534287187,73.29464387,0.999048222,-0.030843565,0.030843565,0,4.44E-16,-8.88E-16,73.5746175,0,0,0
0.106,0.00768398,0.005211141,0.073704122,45.00000005,9.77E-08,0.233049624,0.18676147,2.84436616,4.724393737,4.724393737,76.36762784,0.999048222,-0.030843565,0.030843565,0,1.78E-15,-8.88E-16,76.65933978,0,0,0
0.108,0.008160035,0.00559462,0.079553788,45.00000005,1.04E-07,0.24306902,0.196780866,3.006325029,4.914575855,4.914575855,79.44183334,0.999048222,-0.030843565,0.030843565,0,8.88E-16,-4.44E-16,79.74528824,0,0,0
0.11,0.00865651,0.005998519,0.085733523,45.00000005,1.10E-07,0.253469,0.207180846,3.174435866,5.104831807,5.104831807,82.51723234,0.999048222,-0.030843565,0.030843565,0,4.44E-16,-8.88E-16,82.83243476,0,0,0
0.112,0.009174165,0.006423597,0.092255634,45.00000006,1.17E-07,0.264249706,0.217961552,3.348700971,5.295159824,5.295159824,85.59379622,0.999048222,-0.030843565,0.030843565,0,8.88E-16,-1.78E-15,85.92075062,0,0,0
0.114,0.009713763,0.006870619,0.099132432,45.00000006,1.24E-07,0.275411278,0.229123124,3.529122587,5.485558104,5.485558104,88.67149588,0.999048222,-0.030843565,0.030843565,0,8.88E-16,-8.88E-16,89.01020659,0,0,0
0.116,0.010276064,0.007340344,0.10637623,45.00000007,1.31E-07,0.28695385,0.240665696,3.715702897,5.676024827,5.676024827,91.75030189,0.999048222,-0.030843565,0.030843565,0,4.44E-16,-1.33E-15,92.10077314,0,0,0
0.118,0.010861832,0.007833536,0.11399935,45.00000007,1.38E-07,0.298877554,0.2525894,3.908444024,5.866558162,5.866558162,94.83018464,0.999048222,-0.030843565,0.030843565,0,8.88E-16,-1.78E-15,95.19242054,0,0,0
0.12,0.011471829,0.008350956,0.122014115,45.00000008,1.46E-07,0.311182517,0.264894363,4.107348033,6.057156272,6.057156272,97.91111446,0.999048222,-0.030843565,0.030843565,0,1.33E-15,-1.33E-15,98.28511901,0,0,0
0.122,0.012106816,0.008893367,0.130432852,45.00000008,1.54E-07,0.323868864,0.27758071,4.312416929,6.247817325,6.247817325,100.9930617,0.999048222,-0.030843565,0.030843565,0,8.88E-16,-2.22E-15,101.3788388,0,0,0
0.124,0.012767558,0.009461533,0.139267894,45.00000009,1.62E-07,0.336936714,0.29064856,4.52365266,6.438539499,6.438539499,104.075997,0.999048222,-0.030843565,0.030843565,0,1.33E-15,-2.22E-15,104.4735504,0,0,0
0.126,0.013454818,0.010056216,0.148531576,45.00000009,1.71E-07,0.350386186,0.304098032,4.741057113,6.629320988,6.629320988,107.159891,0.999048222,-0.030843565,0.030843565,0,4.44E-16,-1.33E-15,107.5692244,0,0,0
0.128,0.014169358,0.01067818,0.158236236,45.0000001,1.80E-07,0.364217392,0.317929238,4.964632121,6.820160007,6.820160007,110.244715,0.999048222,-0.030843565,0.030843565,0,1.78E-15,-1.78E-15,110.6658319,0,0,0
0.13,0.014911942,0.011328187,0.168394219,45.0000001,1.90E-07,0.378430441,0.332142287,5.194379458,7.011054796,7.011054796,113.3304405,0.999048222,-0.030843565,0.030843565,0,1.33E-15,-1.78E-15,113.7633444,0,0,0
0.132,0.015683334,0.012007003,0.17901787,45.00000011,1.99E-07,0.393025441,0.346737287,5.430300843,7.202003621,7.202003621,116.4170395,0.999048222,-0.030843565,0.030843565,0,8.88E-16,-2.22E-15,116.8617337,0,0,0
0.134,0.016484298,0.012715391,0.190119539,45.00000011,2.10E-07,0.408002494,0.36171434,5.672397941,7.393004783,7.393004783,119.5044845,0.999048222,-0.030843565,0.030843565,0,4.44E-16,-3.11E-15,119.9609722,0,0,0
0.136,0.017315599,0.013454115,0.20171158,45.00000012,2.20E-07,0.4233617,0.377073546,5.920672365,7.584056611,7.584056611,122.5927484,0.999048222,-0.030843565,0.030843565,0,1.78E-15,-1.78E-15,123.0610328,0,0,0
0.138,0.018178,0.01422394,0.213806348,45.00000013,2.31E-07,0.439103156,0.392815002,6.175125672,7.775157469,7.775157469,125.6818049,0.999048222,-0.030843565,0.030843565,0,8.88E-16,-2.66E-15,126.161889,0,0,0
0.139,0.018621102,0.014620754,0.220046117,45.00000013,2.37E-07,0.447117256,0.400829102,6.30466988,7.966305753,7.966305753,128.771628,0.999048222,-0.030843565,0.030843565,0,2.22E-15,-1.33E-15,129.2635147,0,0,0
0.1405,0.019300887,0.015231107,0.229650363,45.00000014,2.45E-07,0.459288641,0.413000487,6.501414656,8.061897188,8.061897188,130.3168191,0.999048222,-0.030843565,0.030843565,0,8.88E-16,-1.78E-15,130.8146082,0,0,0
0.1425,0.020235891,0.016073534,0.242918717,45.00000014,2.57E-07,0.475761567,0.429473413,6.767691853,8.166622315,8.166622315,132.0096521,0.999048222,-0.030843565,0.030843565,0,1.78E-15,-2.66E-15,132.5139075,0,0,0
0.1445,0.02120412,0.016949187,0.256724142,45.00000015,2.70E-07,0.492513948,0.446225794,7.038486299,8.306315586,8.306315586,134.2677289,0.999048222,-0.030843565,0.030843565,0,3.55E-15,-1.78E-15,134.7806098,0,0,0
0.1465,0.022206133,0.017858624,0.271075675,45.00000016,2.82E-07,0.509545918,0.463257763,7.313800163,8.446076404,8.446076404,136.5268975,0.999048222,-0.030843565,0.030843565,0,0,-1.78E-15,137.0484081,0,0,0
0.1485,0.02324249,0.018802404,0.285982357,45.00000017,2.96E-07,0.526857608,0.480569454,7.593635589,8.585903959,8.585903959,138.7871449,0.999048222,-0.030843565,0.030843565,0,8.88E-16,-3.55E-15,139.3172893,0,0,0
0.1505,0.02431375,0.019781088,0.301453233,45.00000018,3.09E-07,0.544449149,0.498160995,7.877994673,8.725797454,8.725797454,141.0484582,0.999048222,-0.030843565,0.030843565,0,1.78E-15,-1.78E-15,141.5872404,0,0,0
0.1525,0.025420473,0.020795235,0.317497353,45.00000019,3.23E-07,0.562320647,0.516032493,8.166879117,8.865751556,8.865751556,143.3107512,0.999048222,-0.030843565,0.030843565,0,0,-1.78E-15,143.858175,0,0,0
0.1545,0.026563219,0.021845405,0.334123768,45.0000002,3.38E-07,0.580472218,0.534184064,8.460290829,9.005756527,9.005756527,145.5738664,0.999048222,-0.030843565,0.030843565,0,8.88E-16,-3.55E-15,146.129935,0,0,0
0.1565,0.027742549,0.022932158,0.351341536,45.00000021,3.53E-07,0.598903991,0.552615837,8.758231874,9.145825591,9.145825591,147.8380177,0.999048222,-0.030843565,0.030843565,0,0,-3.55E-15,148.4027349,0,0,0
0.1585,0.028959022,0.024056055,0.369159716,45.00000022,3.68E-07,0.617616094,0.57132794,9.060704304,9.285958331,9.285958331,150.1031983,0.999048222,-0.030843565,0.030843565,0,8.88E-16,-4.44E-15,150.6765681,0,0,0
0.1605,0.0302132,0.025217657,0.387587375,45.00000023,3.84E-07,0.636608651,0.590320497,9.367710159,9.426154346,9.426154346,152.3694017,0.999048222,-0.030843565,0.030843565,0,1.78E-15,-3.55E-15,152.9514281,0,0,0
0.1625,0.031505644,0.026417524,0.406633581,45.00000024,4.01E-07,0.655881788,0.609593634,9.679251464,9.566413244,9.566413244,154.6366216,0.999048222,-0.030843565,0.030843565,0,2.66E-15,-1.78E-15,155.2273083,0,0,0
0.1645,0.032836914,0.027656218,0.426307406,45.00000025,4.18E-07,0.675435631,0.629147477,9.995330235,9.706734641,9.706734641,156.9048517,0.999048222,-0.030843565,0.030843565,0,3.55E-15,-1.78E-15,157.5042027,0,0,0
0.1665,0.034207573,0.028934301,0.446617928,45.00000026,4.35E-07,0.695270302,0.648982148,10.31594847,9.847118153,9.847118153,159.1740859,0.999048222,-0.030843565,0.030843565,0,1.78E-15,-3.55E-15,159.782105,0,0,0
0.1685,0.035618183,0.030252334,0.467574227,45.00000027,4.53E-07,0.715385925,0.669097771,10.64110817,9.9875634,9.9875634,161.444318,0.999048222,-0.030843565,0.030843565,0,0,-2.66E-15,162.0610091,0,0,0
0.1705,0.037069304,0.03161088,0.489185389,45.00000028,4.71E-07,0.735782572,0.689494418,10.97081048,10.12807,10.12807,163.7155418,0.999048222,-0.030843565,0.030843565,0,1.78E-15,-3.55E-15,164.3409086,0,0,0
0.1725,0.0385615,0.033010499,0.511460497,45.0000003,4.90E-07,0.756460202,0.710172048,11.30505476,10.26856382,10.26856382,165.9865591,0.999048222,-0.030843565,0.030843565,0,1.78E-15,-3.55E-15,166.6206008,0,0,0
0.1745,0.040095333,0.034451755,0.534408637,45.00000031,5.10E-07,0.777418902,0.731130748,11.64384239,10.40907456,10.40907456,168.2578498,0.999048222,-0.030843565,0.030843565,0,0,-5.33E-15,168.9005675,0,0,0
0.1765,0.041671363,0.03593521,0.558038897,45.00000032,5.30E-07,0.798658764,0.75237061,11.98717488,10.5496327,10.5496327,170.5299068,0.999048222,-0.030843565,0.030843565,0,1.78E-15,-3.55E-15,171.1813034,0,0,0
0.1785,0.043290155,0.037461425,0.582360367,45.00000034,5.51E-07,0.820179881,0.773891727,12.33505374,10.69023732,10.69023732,172.8027151,0.999048222,-0.030843565,0.030843565,0,1.78E-15,-3.55E-15,173.4627934,0,0,0
0.1805,0.04495227,0.039030964,0.607382143,45.00000035,5.72E-07,0.841982344,0.79569419,12.6874804,10.83088747,10.83088747,175.0762595,0.999048222,-0.030843565,0.030843565,0,8.88E-16,-4.44E-15,175.7450223,0,0,0
0.1825,0.046658272,0.04064439,0.633113322,45.00000037,5.93E-07,0.864066239,0.817778085,13.04445631,10.97158222,10.97158222,177.3505246,0.999048222,-0.030843565,0.030843565,0,8.88E-16,-5.33E-15,178.0279748,0,0,0
0.1845,0.048408723,0.042302264,0.659563002,45.00000038,6.16E-07,0.886431654,0.8401435,13.40598284,11.11232059,11.11232059,179.6254949,0.999048222,-0.030843565,0.030843565,0,2.66E-15,-2.66E-15,180.3116351,0,0,0
0.1865,0.050204186,0.044005151,0.686740288,45.0000004,6.39E-07,0.909078673,0.862790519,13.77206137,11.25310161,11.25310161,181.9011547,0.999048222,-0.030843565,0.030843565,0,1.78E-15,-4.44E-15,182.5959876,0,0,0
0.1885,0.052045226,0.045753614,0.714654284,45.00000041,6.62E-07,0.932007379,0.885719225,14.14269323,11.3939243,11.3939243,184.177488,0.999048222,-0.030843565,0.030843565,0,1.78E-15,-3.55E-15,184.8810161,0,0,0
0.1905,0.053932404,0.047548216,0.743314097,45.00000043,6.86E-07,0.95521785,0.908929696,14.51787971,11.53478765,11.53478765,186.4544785,0.999048222,-0.030843565,0.030843565,0,3.55E-15,-3.55E-15,187.1667043,0,0,0
0.192,0.055378405,0.048924785,0.765303881,45.00000044,7.04E-07,0.972810661,0.926522507,14.80225931,11.67569063,11.67569063,188.7321097,0.999048222,-0.030843565,0.030843565,0,3.55E-15,-2.66E-15,189.4530357,0,0,0
0.194,0.057347408,0.050801212,0.795286353,45.00000046,7.29E-07,0.996101727,0.949813573,15.17874856,11.78139326,11.78139326,190.4407435,0.999048222,-0.030843565,0.030843565,0,4.44E-15,-1.78E-15,191.1681962,0,0,0
0.196,0.05936245,0.052723677,0.826013016,45.00000047,7.55E-07,1.018849046,0.972560892,15.5464484,11.50963448,11.50963448,186.0478893,0.999048222,-0.030843565,0.030843565,0,3.55E-15,-1.78E-15,186.758562,0,0,0
0.198,0.061422442,0.054691093,0.857466282,45.00000049,7.81E-07,1.041052165,0.994764011,15.90535149,11.23764703,11.23764703,181.6513386,0.999048222,-0.030843565,0.030843565,0,1.78E-15,-3.55E-15,182.3452172,0,0,0
0.2,0.063526295,0.05670237,0.889628552,45.00000051,8.08E-07,1.062710636,1.016422482,16.25545061,10.96543442,10.96543442,177.2511483,0.999048222,-0.030843565,0.030843565,0,0,-3.55E-15,177.9282189,0,0,0
0.202,0.065672921,0.058756419,0.922482211,45.00000053,8.35E-07,1.08382403,1.037535876,16.59673881,10.69299999,10.69299999,172.8473724,0.999048222,-0.030843565,0.030843565,0,8.88E-16,-4.44E-15,173.5076213,0,0,0
0.204,0.067861228,0.06085215,0.956009629,45.00000055,8.63E-07,1.104391928,1.058103774,16.92920931,10.42035866,10.42035866,168.4402521,0.999048222,-0.030843565,0.030843565,0,2.66E-15,-2.66E-15,169.0836665,0,0,0
0.206,0.070090125,0.062988471,0.990193165,45.00000057,8.91E-07,1.124413906,1.078125752,17.25285527,10.14750395,10.14750395,164.0296826,0.999048222,-0.030843565,0.030843565,0,5.33E-15,0,164.6562494,0,0,0
0.208,0.072358519,0.065164289,1.025015163,45.00000059,9.20E-07,1.143889545,1.097601391,17.56766992,9.874438735,9.874438735,159.6157104,0.999048222,-0.030843565,0.030843565,0,2.66E-15,-2.66E-15,160.2254165,0,0,0
0.209,0.073510643,0.066263762,1.04266003,45.0000006,9.35E-07,1.160337865,1.101318991,17.72169549,16.51006324,3.793592019,155.1302475,0.99904822,-0.030845855,0.030841317,1.23E-05,6.91100093,-5.805470291,155.7912122,0,0,0
0.209710028,0.074338637,0.067046636,1.055281314,45.0000006,9.45E-07,1.171933966,1.103860642,17.82960845,16.38613431,3.642042777,152.9207929,0.999048217,-0.030850279,0.030836975,3.61E-05,6.924426164,-5.821318214,153.5731205,-0.010693349,-0.010522365,0.048788395
0.210412515,0.075165913,0.067822942,1.067843504,45.00000061,9.56E-07,1.183330497,1.106288724,17.93506627,16.27743805,3.517480317,151.0474446,0.999048211,-0.03085697,0.03083041,7.20E-05,6.932879538,-5.831865931,151.692395,-0.018359691,-0.018063586,0.083882521
0.211156181,0.076050375,0.068646578,1.081222272,45.00000062,9.67E-07,1.195311222,1.108766313,18.04528679,16.16857275,3.395549221,149.193747,0.9990482,-0.030866597,0.030820966,1.23E-04,6.940547677,-5.841914019,149.8313301,-0.026002708,-0.025579529,0.117275431
0.211906987,0.076952336,0.069479956,1.094812099,45.00000062,9.79E-07,1.207318431,1.111171905,18.15508492,16.05191326,3.267867589,147.2311277,0.999048182,-0.030878999,0.030808801,1.87E-04,6.947911697,-5.852119432,147.8608368,-0.034156188,-0.033594155,0.152016331
0.212665223,0.077872336,0.070323377,1.108619496,45.00000063,9.90E-07,1.219353052,1.113504713,18.26445938,15.9326832,3.140393884,145.2493942,0.999048154,-0.030894287,0.030793807,2.66E-04,6.954555888,-5.861965735,145.8710749,-0.042451923,-0.041745699,0.186752197
0.21343119,0.078810946,0.071177156,1.122651295,45.00000064,1.00E-06,1.231416006,1.115763854,18.37340797,15.81081942,3.013095823,143.2477798,0.999048112,-0.030912579,0.030775871,3.58E-04,6.960455469,-5.87143633,143.8612716,-0.050894779,-0.050037252,0.2214829
0.214205204,0.079768766,0.072041625,1.136914672,45.00000065,1.01E-06,1.243508206,1.11794835,18.48192754,15.68625612,2.885939336,141.225483,0.999048051,-0.030934002,0.03075487,4.65E-04,6.965584292,-5.880513533,141.8306191,-0.059489043,-0.058472887,0.256208302
0.214987596,0.080746426,0.07291713,1.151417171,45.00000066,1.03E-06,1.255630555,1.120057113,18.59001387,15.55892478,2.758888447,139.1816651,0.999047967,-0.030958688,0.030730676,5.88E-04,6.969914766,-5.889178476,139.7782722,-0.06823913,-0.067055325,0.290928256
0.215778712,0.08174459,0.073804036,1.166166729,45.00000066,1.04E-06,1.267783951,1.122088943,18.69766165,15.42875395,2.631904953,137.1154475,0.999047852,-0.030986779,0.030703152,7.25E-04,6.973417745,-5.897411048,137.7033452,-0.077150332,-0.075789749,0.325642607
0.216578918,0.08276396,0.074702726,1.181171702,45.00000067,1.05E-06,1.279969279,1.124042519,18.80486437,15.29566904,2.504948311,135.0259084,0.999047699,-0.031018426,0.030672152,8.78E-04,6.9760624,-5.905189766,135.6049095,-0.086227947,-0.084680151,0.360351187
0.217388595,0.083805276,0.075613603,1.196440899,45.00000068,1.07E-06,1.292187415,1.125916385,18.91161423,15.15959214,2.377975355,132.91208,0.9990475,-0.031053789,0.030637524,0.00104777,6.977816107,-5.91249168,133.4819896,-0.095476608,-0.093731306,0.395053818
0.218208146,0.084869318,0.076537091,1.211983616,45.00000069,1.08E-06,1.304439225,1.127708947,19.01790203,15.02044205,2.250939822,130.7729444,0.999047244,-0.031093038,0.030599102,0.001233566,6.97864436,-5.91929231,131.3335597,-0.104901465,-0.102946738,0.429750312
0.219037997,0.085956914,0.077473638,1.22780967,45.0000007,1.09E-06,1.316725563,1.129418454,19.1237171,14.87813392,2.123792296,128.6074299,0.999046922,-0.031136356,0.030556711,0.001436322,6.978510593,-5.925565453,129.15854,-0.114509712,-0.11233241,0.464440466
